Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
90,N/A (Chinese Line),税收——生活中为数不多的确定事项之一——是影响一般责任 (GO) 债券安全性的另一个因素。**财产税**（由地方市政府而非州政府收取）和**销售税**是偿还投资者的核心动力。因此，通常情况下，物业估值越高、税基越庞大，市政债券的发行就越安全。GO 债券还由交通罚款、许可费、销售税等提供支持。,税收——生活中为数不多的确定事项之一——是影响一般责任 （GO） 债券安全性的另一个因素。**财产税**（由地方市政府而非州政府收取）和**销售税**是偿还投资者的核心动力。因此，通常情况下，物业估值越高、税基越庞大，市政债券的发行就越安全。GO 债券还由交通罚款、许可费、销售税等提供支持。,Punctuation/Format,术语对照表.md
95,N/A (Chinese Line),市政一般责任 (GO) 债券由市政府巨大的征税权担保，因此 GO 债券的评级通常高于收益债券，而收益率则低于收益债券。因为投资者承担的风险较小，所以他们获得的回报（即收益率）也较少。,市政一般责任 （GO） 债券由市政府巨大的征税权担保，因此 GO 债券的评级通常高于收益债券，而收益率则低于收益债券。因为投资者承担的风险较小，所以他们获得的回报（即收益率）也较少。,Punctuation/Format,术语对照表.md
103,N/A (Chinese Line),与由税收担保的一般责任 (GO) 债券（见前几节）不同，**收益债券 (revenue bonds)** 的发行是为了资助那些能够产生（或理想情况下将产生）足够收入以支持债券偿付的市政设施。这些债券为某些公用事业、收费公路、机场、医院、某些州提供的学生助学金等筹集资金。,与由税收担保的一般责任 （GO） 债券（见前几节）不同，**收益债券 （revenue bonds）** 的发行是为了资助那些能够产生（或理想情况下将产生）足够收入以支持债券偿付的市政设施。这些债券为某些公用事业、收费公路、机场、医院、某些州提供的学生助学金等筹集资金。,Punctuation/Format,术语对照表.md
106,N/A (Chinese Line),市政府还可以发行**工业发展收益债券 (IDRs)**，为迁入该市的企业的设施建设提供资金。尽管是由市政府发行 IDRs，但它们是由企业的租金支付提供担保的。由于是企业担保债券，这些债券的信用评级源自该企业的信用评级。,市政府还可以发行**工业发展收益债券 （IDRs）**，为迁入该市的企业的设施建设提供资金。尽管是由市政府发行 IDRs，但它们是由企业的租金支付提供担保的。由于是企业担保债券，这些债券的信用评级源自该企业的信用评级。,Punctuation/Format,术语对照表.md
111,N/A (Chinese Line),因为工业发展收益债券 (IDRs) 是由企业而非市政府担保的，所以 IDRs 通常被认为风险最高的市政债券。此外，由于这些债券是为企业的利益而非市政府的利益发行的，因此对于受**替代性最低税 (AMT)** 影响的投资者来说，其利息收入可能无法免除联邦税。,因为工业发展收益债券 （IDRs） 是由企业而非市政府担保的，所以 IDRs 通常被认为风险最高的市政债券。此外，由于这些债券是为企业的利益而非市政府的利益发行的，因此对于受**替代性最低税 （AMT）** 影响的投资者来说，其利息收入可能无法免除联邦税。,Punctuation/Format,术语对照表.md
132,N/A (Chinese Line),出于 SIE 考试的目的，如果您销售收益债券，您还需要熟悉本节中关于收益债券的特定项目。市政收益债券涉及**承诺条款 (covenants)**，这些美好的小承诺通过追究发行人的法律责任来保护投资者。表 8-1 显示了市政府在市政债券契约中做出的一些承诺。,出于 SIE 考试的目的，如果您销售收益债券，您还需要熟悉本节中关于收益债券的特定项目。市政收益债券涉及**承诺条款 （covenants）**，这些美好的小承诺通过追究发行人的法律责任来保护投资者。表 8-1 显示了市政府在市政债券契约中做出的一些承诺。,Punctuation/Format,术语对照表.md
137,N/A (Chinese Line),如果您在 SIE 考试或任何进阶考试中看到 **covenant (承诺条款)** 这个词，请立即联想到**收益债券**。,如果您在 SIE 考试或任何进阶考试中看到 **covenant （承诺条款）** 这个词，请立即联想到**收益债券**。,Punctuation/Format,术语对照表.md
142,N/A (Chinese Line),| Type of Covenant (条款类型) | Promises That the Municipality Will (市政府承诺将...) |,| Type of Covenant （条款类型） | Promises That the Municipality Will （市政府承诺将。..） |,Punctuation/Format,术语对照表.md
144,N/A (Chinese Line),| **Rate covenant (费率条款)** | Charge sufficient fees to people using the facility to be able to pay expenses and the debt service (principal and interest on the bonds). (向使用设施的人收取足够的费用，以便能够支付运营开支和债务偿还（债券本金和利息）。) |,| **Rate covenant （费率条款）** | Charge sufficient fees to people using the facility to be able to pay expenses and the debt service （principal and interest on the bonds）。 （向使用设施的人收取足够的费用，以便能够支付运营开支和债务偿还（债券本金和利息）。） |,Punctuation/Format,术语对照表.md
145,N/A (Chinese Line),| **Maintenance covenant (维护条款)** | Adequately take care of the facility and any equipment so the facility continues to earn revenue. (妥善维护设施和任何设备，以便设施能够持续产生收入。) |,| **Maintenance covenant （维护条款）** | Adequately take care of the facility and any equipment so the facility continues to earn revenue. （妥善维护设施和任何设备，以便设施能够持续产生收入。） |,Punctuation/Format,术语对照表.md
146,N/A (Chinese Line),| **Insurance covenant (保险条款)** | Adequately insure the facility. (为设施提供充足的保险。) |,| **Insurance covenant （保险条款）** | Adequately insure the facility. （为设施提供充足的保险。） |,Punctuation/Format,术语对照表.md
154,N/A (Chinese Line),您可以想象，与公司和合伙企业一样，市政府在销售其发行的债券时也需要帮助。为此，他们可以直接选择承销商（就像几乎所有的公司和直接参与计划 (DPPs) 所做的那样），或者通过竞争性招标过程：,您可以想象，与公司和合伙企业一样，市政府在销售其发行的债券时也需要帮助。为此，他们可以直接选择承销商（就像几乎所有的公司和直接参与计划 （DPPs） 所做的那样），或者通过竞争性招标过程：,Punctuation/Format,术语对照表.md
157,N/A (Chinese Line),*   **议价发行 (Negotiated offering)：** 在这种类型的发行中，发行人直接选择承销商（一组承销商被称为承销团），没有来自其他承销商的竞争。像大多数公司一样，发行收益债券或 IDRs 的市政府通常直接选择承销商，尽管他们也有权采取招标。因为收益债券不像 GO 债券那样由征税权担保，发行人没有义务为其债券发行争取最优价格或票面利率。,*   **议价发行 （Negotiated offering）：** 在这种类型的发行中，发行人直接选择承销商（一组承销商被称为承销团），没有来自其他承销商的竞争。像大多数公司一样，发行收益债券或 IDRs 的市政府通常直接选择承销商，尽管他们也有权采取招标。因为收益债券不像 GO 债券那样由征税权担保，发行人没有义务为其债券发行争取最优价格或票面利率。,Punctuation/Format,术语对照表.md
159,N/A (Chinese Line),*   **竞争性招标发行 (Competitive offering)：** 由于一般责任 (GO) 债券是由市政府的征税权担保的，因此市政发行人有责任为居住在该市的居民争取到最好的条件。为了确保最佳方案，他们在《**每日债券买家**》(Daily Bond Buyer，新市政债券的主要信息来源) 上发布名为**销售公告 (notice of sale)** 的广告，声明他们正在接受新发行债券的投标。,*   **竞争性招标发行 （Competitive offering）：** 由于一般责任 （GO） 债券是由市政府的征税权担保的，因此市政发行人有责任为居住在该市的居民争取到最好的条件。为了确保最佳方案，他们在《**每日债券买家**》（Daily Bond Buyer，新市政债券的主要信息来源） 上发布名为**销售公告 （notice of sale）** 的广告，声明他们正在接受新发行债券的投标。,Punctuation/Format,术语对照表.md
167,N/A (Chinese Line),销售公告包含关于新市政发行的所有投标信息。它告诉潜在承销商在何处提交标书、诚信保证金的金额、是期望基于**净利息成本 (NIC)** 还是**实际利息成本 (TIC**，考虑了货币时间价值) 进行投标，以及计划发行的债券金额等。,销售公告包含关于新市政发行的所有投标信息。它告诉潜在承销商在何处提交标书、诚信保证金的金额、是期望基于**净利息成本 （NIC）** 还是**实际利息成本 （TIC**，考虑了货币时间价值） 进行投标，以及计划发行的债券金额等。,Punctuation/Format,术语对照表.md
170,N/A (Chinese Line),承销商需要能够售出发行的证券并仍能获利，因此销售价格和票面利率必须对投资者具有吸引力。您应该记住，发行人为证券支付的成本与从投资者那里收到的金额之间的差额被称为**价差 (spread)**。,承销商需要能够售出发行的证券并仍能获利，因此销售价格和票面利率必须对投资者具有吸引力。您应该记住，发行人为证券支付的成本与从投资者那里收到的金额之间的差额被称为**价差 （spread）**。,Punctuation/Format,术语对照表.md
178,N/A (Chinese Line),当市政府需要短期（中期）融资时，**市政票据 (municipal notes)** 就会发挥作用。这些票据在收到其他收入之前为市政府带来资金。市政票据的期限通常为一年或以下（通常为三到五个月）。为参加 SIE 考试，请了解下面列出的不同类型的市政票据：,当市政府需要短期（中期）融资时，**市政票据 （municipal notes）** 就会发挥作用。这些票据在收到其他收入之前为市政府带来资金。市政票据的期限通常为一年或以下（通常为三到五个月）。为参加 SIE 考试，请了解下面列出的不同类型的市政票据：,Punctuation/Format,术语对照表.md
180,N/A (Chinese Line),"*   **Tax anticipation notes (TANs):** These notes provide financing for current operations in anticipation of future taxes, such as ad valorem taxes, that the municipality will collect. (税收预期票据：在预期未来将收取的税款（如从价税）的情况下，为当前运营提供融资。)",*   **Tax anticipation notes （TANs）：** These notes provide financing for current operations in anticipation of future taxes， such as ad valorem taxes， that the municipality will collect. （税收预期票据：在预期未来将收取的税款（如从价税）的情况下，为当前运营提供融资。）,Punctuation/Format,术语对照表.md
181,N/A (Chinese Line),*   **Revenue anticipation notes (RANs):** These notes provide financing for current operations in anticipation of future revenue that the municipality will collect. (收益预期票据：在预期未来将收取的收益的情况下，为当前运营提供融资。),*   **Revenue anticipation notes （RANs）：** These notes provide financing for current operations in anticipation of future revenue that the municipality will collect. （收益预期票据：在预期未来将收取的收益的情况下，为当前运营提供融资。）,Punctuation/Format,术语对照表.md
182,N/A (Chinese Line),*   **Tax and revenue anticipation notes (TRANs):** These notes are a combination of TANs and RANs. (税收及收益预期票据：TANs 和 RANs 的结合。),*   **Tax and revenue anticipation notes （TRANs）：** These notes are a combination of TANs and RANs. （税收及收益预期票据：TANs 和 RANs 的结合。）,Punctuation/Format,术语对照表.md
183,N/A (Chinese Line),*   **Grant anticipation notes (GANs):** These notes provide interim financing for the municipality while it's waiting for a grant from the U.S. government. (拨款预期票据：在等待美国政府拨款期间，为市政府提供中期融资。),*   **Grant anticipation notes （GANs）：** These notes provide interim financing for the municipality while it's waiting for a grant from the U.S. government. （拨款预期票据：在等待美国政府拨款期间，为市政府提供中期融资。）,Punctuation/Format,术语对照表.md
184,N/A (Chinese Line),*   **Bond anticipation notes (BANs):** These notes provide interim financing for the municipality while it's waiting for long-term bonds to be issued. (债券预期票据：在等待长期债券发行期间，为市政府提供中期融资。),*   **Bond anticipation notes （BANs）：** These notes provide interim financing for the municipality while it's waiting for long-term bonds to be issued. （债券预期票据：在等待长期债券发行期间，为市政府提供中期融资。）,Punctuation/Format,术语对照表.md
189,N/A (Chinese Line),**AON (全额或取消)** 是一个订单限定词（按特定价格填满整个订单或根本不成交）或承销类型；它不是一种市政票据，无论“AON”中的“N”看起来有多像。,**AON （全额或取消）** 是一个订单限定词（按特定价格填满整个订单或根本不成交）或承销类型；它不是一种市政票据，无论“AON”中的“N”看起来有多像。,Punctuation/Format,术语对照表.md
197,N/A (Chinese Line),市政基金证券由市政政府、市政机构或教育机构设立，但不代表对政府的贷款。市政基金证券包括 529 储蓄计划、ABLE 账户和地方政府投资池 (LGIPs)。,市政基金证券由市政政府、市政机构或教育机构设立，但不代表对政府的贷款。市政基金证券包括 529 储蓄计划、ABLE 账户和地方政府投资池 （LGIPs）。,Punctuation/Format,术语对照表.md
203,N/A (Chinese Line),529 储蓄计划是提供给投资者的专业教育储蓄账户。这些计划也被称为**合格学费计划 (QTPs)**。529 计划有一个**所有者**（设立计划并供款的人——通常是父母）和一个**受益人**（从计划中受益的人——通常是孩子或亲属）。,529 储蓄计划是提供给投资者的专业教育储蓄账户。这些计划也被称为**合格学费计划 （QTPs）**。529 计划有一个**所有者**（设立计划并供款的人——通常是父母）和一个**受益人**（从计划中受益的人——通常是孩子或亲属）。,Punctuation/Format,术语对照表.md
228,N/A (Chinese Line),**税收等值收益率 (TEY)** 告诉您，如果市政债券不免除联邦税，其利率应该是多少。您需要使用以下公式来公平地比较市政债券和公司债券：,**税收等值收益率 （TEY）** 告诉您，如果市政债券不免除联邦税，其利率应该是多少。您需要使用以下公式来公平地比较市政债券和公司债券：,Punctuation/Format,术语对照表.md
231,N/A (Chinese Line),**税收等值收益率 (TEY) = 市政债收益率 / (100% – 投资者的边际税率)**,**税收等值收益率 （TEY） = 市政债收益率 / （100% – 投资者的边际税率）**,Punctuation/Format,术语对照表.md
245,N/A (Chinese Line),(A) 5% 一般责任债券 (B) 6% 长期国债 (C) 7% 设备信托债券 (D) 7% 抵押债券,（A） 5% 一般责任债券 （B） 6% 长期国债 （C） 7% 设备信托债券 （D） 7% 抵押债券,Punctuation/Format,术语对照表.md
246,N/A (Chinese Line),正确答案是 (A)。让我们建立 TEY 等式：,正确答案是 （A）。让我们建立 TEY 等式：,Punctuation/Format,术语对照表.md
247,N/A (Chinese Line),税收等值收益率 = 5% / (100% – 32%) = 5% / 68% = 7.35%,税收等值收益率 = 5% / （100% – 32%） = 5% / 68% = 7.35%,Punctuation/Format,术语对照表.md
248,N/A (Chinese Line),5% 的一般责任 (GO) 债券提供的收益率相当于 7.35% 的应税债券，这高于其他选项（6%、7% 和 7%）。,5% 的一般责任 （GO） 债券提供的收益率相当于 7.35% 的应税债券，这高于其他选项（6%、7% 和 7%）。,Punctuation/Format,术语对照表.md
268,N/A (Chinese Line),⚠️ **最新监管变动 (2024)**,⚠️ **最新监管变动 （2024）**,Punctuation/Format,术语对照表.md
279,N/A (Chinese Line),市政债券没有招股说明书；相反，市政府通常提供**官方声明书 (OS)**。任何在发行承销期间向客户销售市政证券的自营商，必须在交易结算前向客户提供最终官方声明书（如果有的话）。,市政债券没有招股说明书；相反，市政府通常提供**官方声明书 （OS）**。任何在发行承销期间向客户销售市政证券的自营商，必须在交易结算前向客户提供最终官方声明书（如果有的话）。,Punctuation/Format,术语对照表.md
