Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
114,N/A (Chinese Line),*   **当期权处于虚值 (out-of-the-money) 时**，行使期权意味着投资者无法获得最优价格；他们必须以高于市价的价格买入证券，或以低于市价的价格卖出。显然，持有虚值期权的人不会行使期权。,*   **当期权处于虚值 （out-of-the-money） 时**，行使期权意味着投资者无法获得最优价格；他们必须以高于市价的价格买入证券，或以低于市价的价格卖出。显然，持有虚值期权的人不会行使期权。,Punctuation/Format,术语对照表.md
116,N/A (Chinese Line),*   **当行权价与市场价格相同时**，期权处于**平值 (at-the-money)**；无论是看涨期权还是看跌期权，这一点都成立。,*   **当行权价与市场价格相同时**，期权处于**平值 （at-the-money）**；无论是看涨期权还是看跌期权，这一点都成立。,Punctuation/Format,术语对照表.md
133,N/A (Chinese Line),使用“**看涨向上** (call up)”和“**看跌向下** (put down)”这两个短语来记忆期权何时进入实值状态。“**看涨向上**”可以帮助您记住，当市场价格**向上**（或高于行权价）时，看涨期权处于实值。“**看跌向下**”可以帮助您记住，当市场价格**向下**（或低于行权价）时，看跌期权处于实值。,使用“**看涨向上** （call up）”和“**看跌向下** （put down）”这两个短语来记忆期权何时进入实值状态。“**看涨向上**”可以帮助您记住，当市场价格**向上**（或高于行权价）时，看涨期权处于实值。“**看跌向下**”可以帮助您记住，当市场价格**向下**（或低于行权价）时，看跌期权处于实值。,Punctuation/Format,术语对照表.md
146,N/A (Chinese Line),I. ABC 10 月 60 看涨期权,I。 ABC 10 月 60 看涨期权,Punctuation/Format,术语对照表.md
147,N/A (Chinese Line),II. ABC 10 月 70 看涨期权,II。 ABC 10 月 70 看涨期权,Punctuation/Format,术语对照表.md
148,N/A (Chinese Line),III. DEF 5 月 40 看跌期权,III。 DEF 5 月 40 看跌期权,Punctuation/Format,术语对照表.md
149,N/A (Chinese Line),IV. DEF 5 月 50 看跌期权,IV。 DEF 5 月 50 看跌期权,Punctuation/Format,术语对照表.md
150,N/A (Chinese Line),(A) I 和 III (B) I 和 IV (C) II 和 III (D) II 和 IV,（A） I 和 III （B） I 和 IV （C） II 和 III （D） II 和 IV,Punctuation/Format,术语对照表.md
151,N/A (Chinese Line),正确答案是 (B)。从行权（履约）价开始分析。您是相对于行权价进行“向上”或“向下”判断，而不是相对于市价。因为看涨期权在市价高于行权价时进入实值，所以对于 ABC，陈述 I 是唯一成立的。当 ABC 价格高于 60 时，ABC 60 看涨期权处于实值。ABC 目前价格为 62，因此该 60 看涨期权处于实值。若要 ABC 70 看涨期权进入实值，ABC 的交易价格必须高于 70。接下来，对 DEF 看跌期权使用“看跌向下”，因为看跌期权在股价低于行权价时进入实值。因此，陈述 IV 是正确的，因为 DEF 交易价格为 44，低于 DEF 50 看跌期权的行权价，但不低于 40 看跌期权的行权价。,正确答案是 （B）。从行权（履约）价开始分析。您是相对于行权价进行“向上”或“向下”判断，而不是相对于市价。因为看涨期权在市价高于行权价时进入实值，所以对于 ABC，陈述 I 是唯一成立的。当 ABC 价格高于 60 时，ABC 60 看涨期权处于实值。ABC 目前价格为 62，因此该 60 看涨期权处于实值。若要 ABC 70 看涨期权进入实值，ABC 的交易价格必须高于 70。接下来，对 DEF 看跌期权使用“看跌向下”，因为看跌期权在股价低于行权价时进入实值。因此，陈述 IV 是正确的，因为 DEF 交易价格为 44，低于 DEF 50 看跌期权的行权价，但不低于 40 看跌期权的行权价。,Punctuation/Format,术语对照表.md
157,N/A (Chinese Line),当某人**做空 (short)** 期权时，意味着他们卖出了期权。此人处于与**做多 (long)** 期权者相对的交易位置。在这种情况下，卖方通过卖出期权收到了权利金。因此，做空期权的人是为了获得收入，并希望期权在过期时处于虚值，这样他们就能保留权利金。,当某人**做空 （short）** 期权时，意味着他们卖出了期权。此人处于与**做多 （long）** 期权者相对的交易位置。在这种情况下，卖方通过卖出期权收到了权利金。因此，做空期权的人是为了获得收入，并希望期权在过期时处于虚值，这样他们就能保留权利金。,Punctuation/Format,术语对照表.md
167,N/A (Chinese Line),*   Whether the option is in-the-money (是否处于实值状态),*   Whether the option is in-the-money （是否处于实值状态）,Punctuation/Format,术语对照表.md
168,N/A (Chinese Line),*   The amount of time the investor has to use the option (投资者使用期权的剩余时间),*   The amount of time the investor has to use the option （投资者使用期权的剩余时间）,Punctuation/Format,术语对照表.md
169,N/A (Chinese Line),*   The volatility of the underlying security (标的证券的波动性),*   The volatility of the underlying security （标的证券的波动性）,Punctuation/Format,术语对照表.md
170,N/A (Chinese Line),*   Investor sentiment (例如，现在购买 ABC 股票的看涨期权是否是一种流行趋势),*   Investor sentiment （例如，现在购买 ABC 股票的看涨期权是否是一种流行趋势）,Punctuation/Format,术语对照表.md
209,N/A (Chinese Line),您要找的答案是 (B)。我通过给出一张类似于您在 SIE 考试中可能看到的图表给您出了道难题。在图表中，找到 10 月看涨期权这一列和 30 行权价这一行。交叉点对应的权利金是 14.5. 现在计算内在价值：看涨期权在股价高于行权价时进入实值。这是一个 30 看涨期权，且股价为 40.50，比行权价高出 10.5。代入数字：,您要找的答案是 （B）。我通过给出一张类似于您在 SIE 考试中可能看到的图表给您出了道难题。在图表中，找到 10 月看涨期权这一列和 30 行权价这一行。交叉点对应的权利金是 14.5。 现在计算内在价值：看涨期权在股价高于行权价时进入实值。这是一个 30 看涨期权，且股价为 40.50，比行权价高出 10.5。代入数字：,Punctuation/Format,术语对照表.md
210,N/A (Chinese Line),权利金 (14.5) = 内在价值 (10.5) + 时间价值,权利金 （14.5） = 内在价值 （10.5） + 时间价值,Punctuation/Format,术语对照表.md
220,N/A (Chinese Line),| Money Out (资金转出) | Money In (资金转入) |,| Money Out （资金转出） | Money In （资金转入） |,Punctuation/Format,术语对照表.md
236,N/A (Chinese Line),| Buying or Selling (买入或卖出) | Maximum Loss (最大亏损) | Maximum Gain (最大收益) |,| Buying or Selling （买入或卖出） | Maximum Loss （最大亏损） | Maximum Gain （最大收益） |,Punctuation/Format,术语对照表.md
238,N/A (Chinese Line),| **Buying a call (买入看涨期权)** | Premium (权利金) | Unlimited (无限) |,| **Buying a call （买入看涨期权）** | Premium （权利金） | Unlimited （无限） |,Punctuation/Format,术语对照表.md
239,N/A (Chinese Line),| **Selling a call (卖出看涨期权)** | Unlimited (无限) | Premium (权利金) |,| **Selling a call （卖出看涨期权）** | Unlimited （无限） | Premium （权利金） |,Punctuation/Format,术语对照表.md
244,N/A (Chinese Line),处理看涨期权时要记住的关键短语是“**看涨同侧** (calls same)”，这意味着权利金和行权价都放在期权图表的同一侧。,处理看涨期权时要记住的关键短语是“**看涨同侧** （calls same）”，这意味着权利金和行权价都放在期权图表的同一侧。,Punctuation/Format,术语对照表.md
259,N/A (Chinese Line),| Money Out (资金转出) | Money In (资金转入) |,| Money Out （资金转出） | Money In （资金转入） |,Punctuation/Format,术语对照表.md
286,N/A (Chinese Line),| Money Out (资金转出) | Money In (资金转入) |,| Money Out （资金转出） | Money In （资金转入） |,Punctuation/Format,术语对照表.md
310,N/A (Chinese Line),| Buying or Selling (买入或卖出) | Maximum Loss (最大亏损) | Maximum Gain (最大收益) |,| Buying or Selling （买入或卖出） | Maximum Loss （最大亏损） | Maximum Gain （最大收益） |,Punctuation/Format,术语对照表.md
312,N/A (Chinese Line),| **Buying a put (买入看跌期权)** | Premium (权利金) | (Strike – premium) × 100 shares (（行权价 – 权利金）× 100 股) |,| **Buying a put （买入看跌期权）** | Premium （权利金） | （Strike – premium） × 100 shares （（行权价 – 权利金）× 100 股） |,Punctuation/Format,术语对照表.md
313,N/A (Chinese Line),| **Selling a put (卖出看跌期权)** | (Strike – premium) × 100 shares (（行权价 – 权利金）× 100 股) | Premium (权利金) |,| **Selling a put （卖出看跌期权）** | （Strike – premium） × 100 shares （（行权价 – 权利金）× 100 股） | Premium （权利金） |,Punctuation/Format,术语对照表.md
328,N/A (Chinese Line),| Money Out (资金转出) | Money In (资金转入) |,| Money Out （资金转出） | Money In （资金转入） |,Punctuation/Format,术语对照表.md
354,N/A (Chinese Line),| Money Out (资金转出) | Money In (资金转入) |,| Money Out （资金转出） | Money In （资金转入） |,Punctuation/Format,术语对照表.md
379,N/A (Chinese Line),*   **Opening purchase:** An opening purchase occurs when an investor first buys a call or a put. (开仓买入：投资者第一次买入看涨或看跌期权时发生。),*   **Opening purchase：** An opening purchase occurs when an investor first buys a call or a put。 （开仓买入：投资者第一次买入看涨或看跌期权时发生。）,Punctuation/Format,术语对照表.md
380,N/A (Chinese Line),*   **Opening sale:** An opening sale is when an investor first sells a call or a put. (开仓卖出：投资者第一次卖出（写入）看涨或看跌期权时发生。),*   **Opening sale：** An opening sale is when an investor first sells a call or a put。 （开仓卖出：投资者第一次卖出（写入）看涨或看跌期权时发生。）,Punctuation/Format,术语对照表.md
432,N/A (Chinese Line),| Money Out (资金转出) | Money In (资金转入) |,| Money Out （资金转出） | Money In （资金转入） |,Punctuation/Format,术语对照表.md
521,N/A (Chinese Line),*   **Last trade:** The last time an investor can trade an option is **4:00 p.m. Eastern Time on the business day of expiration**. (最后交易：投资者最后一次可以交易期权的时间是**到期营业日的美国东部时间下午 4:00**。),*   **Last trade：** The last time an investor can trade an option is **4：00 p。m。 Eastern Time on the business day of expiration**。 （最后交易：投资者最后一次可以交易期权的时间是**到期营业日的美国东部时间下午 4：00**。）,Punctuation/Format,术语对照表.md
522,N/A (Chinese Line),"*   **Last exercise:** The last time an investor can exercise an option is **5:30 p.m. Eastern Time on the business day of expiration**. If an option is in-the-money by at least 1 point at expiration, it will be **automatically exercised**. (最后行使：投资者最后一次可以行使期权的时间是**到期营业日的美国东部时间下午 5:30**。如果在到期时，期权处于实值至少 1 点，它将被**自动行使**。)",*   **Last exercise：** The last time an investor can exercise an option is **5：30 p。m。 Eastern Time on the business day of expiration**。 If an option is in-the-money by at least 1 point at expiration， it will be **automatically exercised**。 （最后行使：投资者最后一次可以行使期权的时间是**到期营业日的美国东部时间下午 5：30**。如果在到期时，期权处于实值至少 1 点，它将被**自动行使**。）,Punctuation/Format,术语对照表.md
523,N/A (Chinese Line),"*   A vast majority of options (all equity and ETF options) can be exercised any time up 'til expiration — this is known as **American style**. However, there are also **European-style** options that can be exercised **only on the expiration date**. European-style options include capped index options and some foreign currency options. Even though a European-style option can be exercised only at expiration, it can still be traded at any time. (绝大多数期权（所有股票和 ETF 期权）可以在到期前的任何时间行使——这被称为**美式期权**。然而，也存在只能在**到期日当天**行使的**欧式期权**。欧式期权包括封顶指数期权和某些外汇期权。尽管欧式期权只能在到期时行使，但它仍可以在任何时间进行交易。)",*   A vast majority of options （all equity and ETF options） can be exercised any time up 'til expiration — this is known as **American style**。 However， there are also **European-style** options that can be exercised **only on the expiration date**。 European-style options include capped index options and some foreign currency options。 Even though a European-style option can be exercised only at expiration， it can still be traded at any time。 （绝大多数期权（所有股票和 ETF 期权）可以在到期前的任何时间行使——这被称为**美式期权**。然而，也存在只能在**到期日当天**行使的**欧式期权**。欧式期权包括封顶指数期权和某些外汇期权。尽管欧式期权只能在到期时行使，但它仍可以在任何时间进行交易。）,Punctuation/Format,术语对照表.md
524,N/A (Chinese Line),*   **Option expiration:** Options expire at **11:59 p.m. Eastern Time on the third Friday of the expiration month**. (期权到期：期权在**到期月第三个星期五的美国东部时间晚上 11:59** 到期。),*   **Option expiration：** Options expire at **11：59 p。m。 Eastern Time on the third Friday of the expiration month**。 （期权到期：期权在**到期月第三个星期五的美国东部时间晚上 11：59** 到期。）,Punctuation/Format,术语对照表.md
534,N/A (Chinese Line),当客户想要行使他们拥有的期权时，他们会联系其经纪自营商。经纪自营商联系 OCC。在通知 OCC 后的**一个营业日 (T+1)** 内完成交易结算，因为当投资者行使期权时，他们实际上是在**交易股票**。（注：自 2024 年 5 月起，股票期权行权及股票交易的结算周期已缩短至 T+1）。,当客户想要行使他们拥有的期权时，他们会联系其经纪自营商。经纪自营商联系 OCC。在通知 OCC 后的**一个营业日 （T+1）** 内完成交易结算，因为当投资者行使期权时，他们实际上是在**交易股票**。（注：自 2024 年 5 月起，股票期权行权及股票交易的结算周期已缩短至 T+1）。,Punctuation/Format,术语对照表.md
538,N/A (Chinese Line),1.  Client #1 tells their broker-dealer (Broker A) to exercise the option. (客户 #1 告诉其经纪自营商（经纪商 A）行使期权。),1。  Client #1 tells their broker-dealer （Broker A） to exercise the option。 （客户 #1 告诉其经纪自营商（经纪商 A）行使期权。）,Punctuation/Format,术语对照表.md
539,N/A (Chinese Line),2.  Broker A notifies the Options Clearing Corporation. (经纪商 A 通知期权结算公司 (OCC)。),2。  Broker A notifies the Options Clearing Corporation。 （经纪商 A 通知期权结算公司 （OCC）。）,Punctuation/Format,术语对照表.md
540,N/A (Chinese Line),3.  The Options Clearing Corporation chooses the **contra broker** (the broker-dealer on the other side of the transaction — Broker B) **randomly**. (期权结算公司**随机**选择**交易对手经纪商**（交易另一方的经纪自营商——经纪商 B）。),3。  The Options Clearing Corporation chooses the **contra broker** （the broker-dealer on the other side of the transaction — Broker B） **randomly**。 （期权结算公司**随机**选择**交易对手经纪商**（交易另一方的经纪自营商——经纪商 B）。）,Punctuation/Format,术语对照表.md
541,N/A (Chinese Line),"4.  Broker B **assigns** (chooses the client — Client #2) either **randomly, first-in-first-out (FIFO), or by any other method that is fair and reasonable**. (经纪商 B 通过**随机、先进先出 (FIFO) 或任何其他公平合理的方法****指派**（选择客户——客户 #2）。)",4。  Broker B **assigns** （chooses the client — Client #2） either **randomly， first-in-first-out （FIFO）， or by any other method that is fair and reasonable**。 （经纪商 B 通过**随机、先进先出 （FIFO） 或任何其他公平合理的方法****指派**（选择客户——客户 #2）。）,Punctuation/Format,术语对照表.md
542,N/A (Chinese Line),"*   However, Broker B cannot choose the assignment based on size (the one with the most options, the one with the least options, and so on). (然而，经纪商 B 不能根据规模选择指派（即不能选择拥有期权最多或最少的客户等）。)",*   However， Broker B cannot choose the assignment based on size （the one with the most options， the one with the least options， and so on）。 （然而，经纪商 B 不能根据规模选择指派（即不能选择拥有期权最多或最少的客户等）。）,Punctuation/Format,术语对照表.md
543,N/A (Chinese Line),5.  Client #2 sends the proceeds (stock or cash) to Broker B. (客户 #2 将收益（股票或现金）发送给经纪商 B。),5。  Client #2 sends the proceeds （stock or cash） to Broker B。 （客户 #2 将收益（股票或现金）发送给经纪商 B。）,Punctuation/Format,术语对照表.md
544,N/A (Chinese Line),6.  Broker B sends the proceeds directly to Broker A (the OCC doesn't handle stock or cash). (经纪商 B 将收益直接发送给经纪商 A（OCC 不处理股票或现金）。),6。  Broker B sends the proceeds directly to Broker A （the OCC doesn't handle stock or cash）。 （经纪商 B 将收益直接发送给经纪商 A（OCC 不处理股票或现金）。）,Punctuation/Format,术语对照表.md
556,N/A (Chinese Line),*   **Aggregate exercise price:** The exercise (strike) price of an option multiplied by the number of units (usually 100 shares) of the underlying security covered by the option contract. (累计行权价：期权的行权（履约）价乘以期权合同所涵盖的标的证券单位数（通常为 100 股）。),*   **Aggregate exercise price：** The exercise （strike） price of an option multiplied by the number of units （usually 100 shares） of the underlying security covered by the option contract。 （累计行权价：期权的行权（履约）价乘以期权合同所涵盖的标的证券单位数（通常为 100 股）。）,Punctuation/Format,术语对照表.md
557,N/A (Chinese Line),*   **Class of options:** All option contracts of the **same type** (puts or calls) covering the **same underlying security** or index. (期权类别：覆盖**同一标的证券**或指数的所有**同类型**（看跌或看涨）期权合同。),*   **Class of options：** All option contracts of the **same type** （puts or calls） covering the **same underlying security** or index。 （期权类别：覆盖**同一标的证券**或指数的所有**同类型**（看跌或看涨）期权合同。）,Punctuation/Format,术语对照表.md
558,N/A (Chinese Line),"*   **Series of options:** All option contracts that are of the **same class**, same **expiration date**, and same **exercise price**. (期权系列：属于**同类别**、具有相同**到期日**和相同**行权价**的所有期权合同。)",*   **Series of options：** All option contracts that are of the **same class**， same **expiration date**， and same **exercise price**。 （期权系列：属于**同类别**、具有相同**到期日**和相同**行权价**的所有期权合同。）,Punctuation/Format,术语对照表.md
559,N/A (Chinese Line),*   **Clearing member:** A FINRA member that has been admitted to membership in the OCC (Options Clearing Corporation). (结算会员：已获准加入 OCC（期权结算公司）的 FINRA 会员。),*   **Clearing member：** A FINRA member that has been admitted to membership in the OCC （Options Clearing Corporation）。 （结算会员：已获准加入 OCC（期权结算公司）的 FINRA 会员。）,Punctuation/Format,术语对照表.md
560,N/A (Chinese Line),"*   **Delta neutral:** An equity options position that has been **fully hedged**. For example, owning 100 shares of ABC stock and owning an at-the-money put on ABC stock. Basically, offsetting long and short positions. (德尔塔中性：已实现**完全对冲**的股票期权头寸。例如，持有 100 股 ABC 股票并持有一份 ABC 股票的平值看跌期权。基本上就是相互抵销多头和空头头寸。)",*   **Delta neutral：** An equity options position that has been **fully hedged**。 For example， owning 100 shares of ABC stock and owning an at-the-money put on ABC stock。 Basically， offsetting long and short positions。 （德尔塔中性：已实现**完全对冲**的股票期权头寸。例如，持有 100 股 ABC 股票并持有一份 ABC 股票的平值看跌期权。基本上就是相互抵销多头和空头头寸。）,Punctuation/Format,术语对照表.md
561,N/A (Chinese Line),*   **Outstanding:** An option contract that has been neither closed (closing sale) nor exercised and has not reached the expiration date. (未平仓期权：既未平仓（平仓卖出）也未行使，且尚未达到到期日的期权合同。),*   **Outstanding：** An option contract that has been neither closed （closing sale） nor exercised and has not reached the expiration date。 （未平仓期权：既未平仓（平仓卖出）也未行使，且尚未达到到期日的期权合同。）,Punctuation/Format,术语对照表.md
