Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
66,N/A (Chinese Line),*   All exchanges have a **trading floor**. (所有交易所都有一个交易大厅。),*   All exchanges have a **trading floor**。 （所有交易所都有一个交易大厅。）,Punctuation/Format,术语对照表.md
67,N/A (Chinese Line),*   Each security listed on an exchange has its own **trading post** (location) on the floor. (在交易所上市的每种证券在大厅都有自己的交易点。),*   Each security listed on an exchange has its own **trading post** （location） on the floor。 （在交易所上市的每种证券在大厅都有自己的交易点。）,Punctuation/Format,术语对照表.md
68,N/A (Chinese Line),*   **Designated market makers (DMMs)** (formerly specialists): These professionals manage the auction market for a particular security. Their purpose is to maintain a **“fair and orderly market.”** A DMM can act as a broker or a dealer. An important function of a DMM is to keep track of and execute **limit orders**. (**指定做市商 (DMMs)**（原名特种商）：这些专业人士管理特定证券的拍卖市场。他们的目的是维持**“公平且有序的市场”**。DMM 既可以作为经纪人，也可以作为自营商。DMM 的一个重要功能是记录并执行**限价单**。),*   **Designated market makers （DMMs）** （formerly specialists）： These professionals manage the auction market for a particular security。 Their purpose is to maintain a **“fair and orderly market。”** A DMM can act as a broker or a dealer。 An important function of a DMM is to keep track of and execute **limit orders**。 （**指定做市商 （DMMs）**（原名特种商）：这些专业人士管理特定证券的拍卖市场。他们的目的是维持**“公平且有序的市场”**。DMM 既可以作为经纪人，也可以作为自营商。DMM 的一个重要功能是记录并执行**限价单**。）,Punctuation/Format,术语对照表.md
74,N/A (Chinese Line),与交易所不同，场外交易 (OTC) 市场被视为**协商市场**。交易者不是大声喊价，而是通过电话或计算机交易来买卖证券。,与交易所不同，场外交易 （OTC） 市场被视为**协商市场**。交易者不是大声喊价，而是通过电话或计算机交易来买卖证券。,Punctuation/Format,术语对照表.md
76,N/A (Chinese Line),*   **OTCBB (Over the Counter Bulletin Board)**: A quotation service operated by FINRA for unlisted (non-Nasdaq) securities. (OTCBB：由 FINRA 运营的为非上市（非纳斯达克）证券提供的报价服务。),*   **OTCBB （Over the Counter Bulletin Board）**： A quotation service operated by FINRA for unlisted （non-Nasdaq） securities。 （OTCBB：由 FINRA 运营的为非上市（非纳斯达克）证券提供的报价服务。）,Punctuation/Format,术语对照表.md
77,N/A (Chinese Line),*   **Pink Market (Pink Sheets)**: For corporations too small to be placed on the OTCBB. They are not required to meet listing requirements or file with the SEC. (**粉单市场**：适用于规模太小而无法在 OTCBB 上市的公司。他们不需要满足上市要求或向 SEC 备案。),*   **Pink Market （Pink Sheets）**： For corporations too small to be placed on the OTCBB。 They are not required to meet listing requirements or file with the SEC。 （**粉单市场**：适用于规模太小而无法在 OTCBB 上市的公司。他们不需要满足上市要求或向 SEC 备案。）,Punctuation/Format,术语对照表.md
82,N/A (Chinese Line),**美国政府债券和市政债券仅在场外交易 (OTC) 交易。**,**美国政府债券和市政债券仅在场外交易 （OTC） 交易。**,Punctuation/Format,术语对照表.md
90,N/A (Chinese Line),对于一家被称为**经纪自营商 (broker-dealer)** 的公司，它必须既能利用自有账户买卖证券，又能为不在库存中的证券充当中间人。,对于一家被称为**经纪自营商 （broker-dealer）** 的公司，它必须既能利用自有账户买卖证券，又能为不在库存中的证券充当中间人。,Punctuation/Format,术语对照表.md
92,N/A (Chinese Line),*   **Broker (Agent)**: A firm is acting as a broker when it **doesn't use its own inventory**. A broker charges a **commission**. The terms *broker* and *agent* may be used interchangeably. (经纪人（代理人）：当公司**不使用自有库存**时，它是在作为经纪人行事。经纪人收取**佣金**。术语“经纪人”和“代理人”可以互换使用。),*   **Broker （Agent）**： A firm is acting as a broker when it **doesn't use its own inventory**。 A broker charges a **commission**。 The terms *broker* and *agent* may be used interchangeably。 （经纪人（代理人）：当公司**不使用自有库存**时，它是在作为经纪人行事。经纪人收取**佣金**。术语“经纪人”和“代理人”可以互换使用。）,Punctuation/Format,术语对照表.md
93,N/A (Chinese Line),"*   **Dealer (Principal)**: A firm is acting as a dealer when it **uses its own inventory**. A dealer charges a **markup** (when selling) or a **markdown** (when buying). The terms *dealer*, *principal*, and *market maker* may be used interchangeably. (自营商（主事人）：当公司**使用自有库存**时，它是在作为自营商行事。自营商收取**加价 (markup)**（卖出时）或**减价 (markdown)**（买入时）。术语“自营商”、“主事人”和“做做市商”可以互换使用。)",*   **Dealer （Principal）**： A firm is acting as a dealer when it **uses its own inventory**。 A dealer charges a **markup** （when selling） or a **markdown** （when buying）。 The terms *dealer*， *principal*， and *market maker* may be used interchangeably。 （自营商（主事人）：当公司**使用自有库存**时，它是在作为自营商行事。自营商收取**加价 （markup）**（卖出时）或**减价 （markdown）**（买入时）。术语“自营商”、“主事人”和“做做市商”可以互换使用。）,Punctuation/Format,术语对照表.md
113,N/A (Chinese Line),*   **Market order**: For immediate execution at the **best price available**. (市价单：按**当前最优价格**立即执行。),*   **Market order**： For immediate execution at the **best price available**。 （市价单：按**当前最优价格**立即执行。）,Punctuation/Format,术语对照表.md
114,N/A (Chinese Line),*   **Selling short**: Selling securities they don't actually own (borrowed from a lender). A short seller is **bearish**. All short sales must be executed in **margin accounts**. (卖空：卖出并不实际拥有的证券（从借出人处借入）。卖空者是**看空**的。所有卖空交易必须在**融资账户**中执行。),*   **Selling short**： Selling securities they don't actually own （borrowed from a lender）。 A short seller is **bearish**。 All short sales must be executed in **margin accounts**。 （卖空：卖出并不实际拥有的证券（从借出人处借入）。卖空者是**看空**的。所有卖空交易必须在**融资账户**中执行。）,Punctuation/Format,术语对照表.md
115,N/A (Chinese Line),*   **Stop order**: Used for **protection** (limit loss or lock in gains). (止损单：用于**保护**（限制损失或锁定收益）。),*   **Stop order**： Used for **protection** （limit loss or lock in gains）。 （止损单：用于**保护**（限制损失或锁定收益）。）,Punctuation/Format,术语对照表.md
116,N/A (Chinese Line),*   **Buy stop order**: Protects a short position. Triggered if the market price touches a particular price or **higher**. (**买入止损单**：保护空头头寸。如果市场价格达到特定价格或**更高**时触发。),*   **Buy stop order**： Protects a short position。 Triggered if the market price touches a particular price or **higher**。 （**买入止损单**：保护空头头寸。如果市场价格达到特定价格或**更高**时触发。）,Punctuation/Format,术语对照表.md
117,N/A (Chinese Line),*   **Sell stop order**: Protects a long position. Triggered if the market price touches a particular price or **lower**. (**卖出止损单**：保护多头头寸。如果市场价格达到特定价格或**更低**时触发。),*   **Sell stop order**： Protects a long position。 Triggered if the market price touches a particular price or **lower**。 （**卖出止损单**：保护多头头寸。如果市场价格达到特定价格或**更低**时触发。）,Punctuation/Format,术语对照表.md
118,N/A (Chinese Line),*   **Limit order**: Used when a customer is specific about the price. (限价单：当客户对价格有具体要求时使用。),*   **Limit order**： Used when a customer is specific about the price。 （限价单：当客户对价格有具体要求时使用。）,Punctuation/Format,术语对照表.md
119,N/A (Chinese Line),*   **Buy limit**: Buy at the limit price or **lower**. (**买入限价**：按限价或**更低**价格买入。),*   **Buy limit**： Buy at the limit price or **lower**。 （**买入限价**：按限价或**更低**价格买入。）,Punctuation/Format,术语对照表.md
120,N/A (Chinese Line),*   **Sell limit**: Sell at the limit price or **higher**. (**卖出限价**：按限价或**更高**价格卖出。),*   **Sell limit**： Sell at the limit price or **higher**。 （**卖出限价**：按限价或**更高**价格卖出。）,Punctuation/Format,术语对照表.md
132,N/A (Chinese Line),*   **Day**: Canceled if not filled by the end of the trading day. (当日有效单：如果交易日结束前未成交则取消。),*   **Day**： Canceled if not filled by the end of the trading day。 （当日有效单：如果交易日结束前未成交则取消。）,Punctuation/Format,术语对照表.md
133,N/A (Chinese Line),*   **Good-'til-canceled (GTC)**: Open until executed or canceled. (撤销前有效单 (GTC)：一直开启，直到执行或被撤销。),*   **Good-'til-canceled （GTC）**： Open until executed or canceled。 （撤销前有效单 （GTC）：一直开启，直到执行或被撤销。）,Punctuation/Format,术语对照表.md
134,N/A (Chinese Line),"*   **Not held (NH)**: Gives the broker discretion about **timing**. NH orders deal only with timing, not the security or quantity. (不限时订单 (NH)：赋予经纪人在**时机选择**上的自主权。NH 订单仅涉及择时，不涉及证券品种或数量。)",*   **Not held （NH）**： Gives the broker discretion about **timing**。 NH orders deal only with timing， not the security or quantity。 （不限时订单 （NH）：赋予经纪人在**时机选择**上的自主权。NH 订单仅涉及择时，不涉及证券品种或数量。）,Punctuation/Format,术语对照表.md
135,N/A (Chinese Line),*   **Fill or kill (FOK)**: Execute **entire order immediately** or cancel. (全额成交或取消 (FOK)：**立即全额执行**订单，否则取消。),*   **Fill or kill （FOK）**： Execute **entire order immediately** or cancel。 （全额成交或取消 （FOK）：**立即全额执行**订单，否则取消。）,Punctuation/Format,术语对照表.md
136,N/A (Chinese Line),*   **Immediate or cancel (IOC)**: Execute as much as possible immediately; cancel the rest. (立即成交或取消 (IOC)：立即执行尽可能多的部分，取消剩余部分。),*   **Immediate or cancel （IOC）**： Execute as much as possible immediately； cancel the rest。 （立即成交或取消 （IOC）：立即执行尽可能多的部分，取消剩余部分。）,Punctuation/Format,术语对照表.md
137,N/A (Chinese Line),*   **All-or-none (AON)**: Execute in entirety or not at all (doesn't have to be immediate). (全额成交 (AON)：要么全额执行，要么不执行（不一定非要立即执行）。),*   **All-or-none （AON）**： Execute in entirety or not at all （doesn't have to be immediate）。 （全额成交 （AON）：要么全额执行，要么不执行（不一定非要立即执行）。）,Punctuation/Format,术语对照表.md
144,N/A (Chinese Line),*   **Retail investors**: Nonprofessionals trading for their own accounts. (散户投资者：为自己的账户进行交易的非专业人士。),*   **Retail investors**： Nonprofessionals trading for their own accounts。 （散户投资者：为自己的账户进行交易的非专业人士。）,Punctuation/Format,术语对照表.md
145,N/A (Chinese Line),"*   **Accredited investors**: Investors with more money or knowledge. Includes financial institutions, insiders, and individuals with an **annual income of $200,000** ($300,000 joint) or a **net worth of $1 million** (excluding primary residence). (合格投资者：拥有更多资金或知识的投资者。包括金融机构、内幕人士，以及**年收入达 20 万美元**（夫妻共有 30 万美元）或**净资产达 100 万美元**（不包括主要住所）的个人。)","*   **Accredited investors**： Investors with more money or knowledge。 Includes financial institutions， insiders， and individuals with an **annual income of $200,000** （$300,000 joint） or a **net worth of $1 million** （excluding primary residence）。 （合格投资者：拥有更多资金或知识的投资者。包括金融机构、内幕人士，以及**年收入达 20 万美元**（夫妻共有 30 万美元）或**净资产达 100 万美元**（不包括主要住所）的个人。）",Punctuation/Format,术语对照表.md
146,N/A (Chinese Line),"*   **Institutional investors**: Entities that invest a lot of money (e.g., banks, mutual funds, pension funds). (机构投资者：投入大量资金的实体（如银行、共同基金、养老基金）。)",*   **Institutional investors**： Entities that invest a lot of money （e。g。， banks， mutual funds， pension funds）。 （机构投资者：投入大量资金的实体（如银行、共同基金、养老基金）。）,Punctuation/Format,术语对照表.md
