Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
85,N/A (Chinese Line),*   **Correspondence**: Written communication distributed to **25 or fewer** retail investors within a 30-day period. (通信：在 30 天内分发给 **25 名或更少**散户投资者的书面沟通。),*   **Correspondence**： Written communication distributed to **25 or fewer** retail investors within a 30-day period。 （通信：在 30 天内分发给 **25 名或更少**散户投资者的书面沟通。）,Punctuation/Format,术语对照表.md
86,N/A (Chinese Line),*   **Retail communication**: Written communication distributed to **more than 25** retail investors within a 30-day period. Must be approved by a **qualified principal**. (散户沟通：在 30 天内分发给 **25 名以上**散户投资者的书面沟通。必须经过**合格主管**的批准。),*   **Retail communication**： Written communication distributed to **more than 25** retail investors within a 30-day period。 Must be approved by a **qualified principal**。 （散户沟通：在 30 天内分发给 **25 名以上**散户投资者的书面沟通。必须经过**合格主管**的批准。）,Punctuation/Format,术语对照表.md
87,N/A (Chinese Line),*   **Institutional communication**: Written communication distributed only to institutional investors. (机构沟通：仅分发给机构投资者的书面沟通。),*   **Institutional communication**： Written communication distributed only to institutional investors。 （机构沟通：仅分发给机构投资者的书面沟通。）,Punctuation/Format,术语对照表.md
94,N/A (Chinese Line),"*   **Lifetime records**: Corporate or partnership documents (minutes, articles of incorporation). (永久记录：公司或合伙文件（会议纪要、公司章程）。)",*   **Lifetime records**： Corporate or partnership documents （minutes， articles of incorporation）。 （永久记录：公司或合伙文件（会议纪要、公司章程）。）,Punctuation/Format,术语对照表.md
95,N/A (Chinese Line),"*   **Six-year records**: Blotters, ledgers, customer account records, and records of closed accounts. (六年记录：流水账、总账、客户账户记录以及已销户记录。)",*   **Six-year records**： Blotters， ledgers， customer account records， and records of closed accounts。 （六年记录：流水账、总账、客户账户记录以及已销户记录。）,Punctuation/Format,术语对照表.md
96,N/A (Chinese Line),"*   **Three-year records**: Order tickets, trade confirmations, U4/U5 forms, and advertisements. (三年记录：订单委托单、交易确认书、U4/U5 表格以及广告。)",*   **Three-year records**： Order tickets， trade confirmations， U4/U5 forms， and advertisements。 （三年记录：订单委托单、交易确认书、U4/U5 表格以及广告。）,Punctuation/Format,术语对照表.md
106,N/A (Chinese Line),| Type of Security (证券类型) | Settlement Date (结算日) | Payment Date (付款日) |,| Type of Security （证券类型） | Settlement Date （结算日） | Payment Date （付款日） |,Punctuation/Format,术语对照表.md
108,N/A (Chinese Line),| **Stocks and corporate bonds (股票与公司债)** | 1 Business Day (T+1) | 4 Business Days |,| **Stocks and corporate bonds （股票与公司债）** | 1 Business Day （T+1） | 4 Business Days |,Punctuation/Format,术语对照表.md
109,N/A (Chinese Line),| **Municipal bonds (市政债)** | 1 Business Day (T+1) | 2 Business Days |,| **Municipal bonds （市政债）** | 1 Business Day （T+1） | 2 Business Days |,Punctuation/Format,术语对照表.md
110,N/A (Chinese Line),| **U.S. government bonds (美国政府债券)** | 1 Business Day (T+1) | 1 Business Day |,| **U。S。 government bonds （美国政府债券）** | 1 Business Day （T+1） | 1 Business Day |,Punctuation/Format,术语对照表.md
111,N/A (Chinese Line),| **Options (期权)** | 1 Business Day (T+1) | 4 Business Days |,| **Options （期权）** | 1 Business Day （T+1） | 4 Business Days |,Punctuation/Format,术语对照表.md
123,N/A (Chinese Line),*   **Difficulty**: Experiencing difficulty buying or selling the security because the market price is too low or too high. (难度：因市场价格过低或过高导致买卖证券困难。),*   **Difficulty**： Experiencing difficulty buying or selling the security because the market price is too low or too high。 （难度：因市场价格过低或过高导致买卖证券困难。）,Punctuation/Format,术语对照表.md
124,N/A (Chinese Line),"*   **Small trades**: Handling a small trade (e.g., a $100 order). (小额交易：处理小额订单。)",*   **Small trades**： Handling a small trade （e。g。， a $100 order）。 （小额交易：处理小额订单。）,Punctuation/Format,术语对照表.md
125,N/A (Chinese Line),*   **Locating**: Encountering difficulty locating and purchasing a specific security. (寻券：寻找并购买特定证券遇到困难。),*   **Locating**： Encountering difficulty locating and purchasing a specific security。 （寻券：寻找并购买特定证券遇到困难。）,Punctuation/Format,术语对照表.md
126,N/A (Chinese Line),*   **Liquidity**: Trading nonliquid securities. (流动性：交易流动性差的证券。),*   **Liquidity**： Trading nonliquid securities。 （流动性：交易流动性差的证券。）,Punctuation/Format,术语对照表.md
127,N/A (Chinese Line),*   **Foreign markets**: Executing transactions on foreign markets. (国外市场：在国外市场执行交易。),*   **Foreign markets**： Executing transactions on foreign markets。 （国外市场：在国外市场执行交易。）,Punctuation/Format,术语对照表.md
133,N/A (Chinese Line),*   **Commingling of funds**: Combining a customer’s securities with firm securities. (资金混用：将客户的证券与公司的证券混合。),*   **Commingling of funds**： Combining a customer’s securities with firm securities。 （资金混用：将客户的证券与公司的证券混合。）,Punctuation/Format,术语对照表.md
134,N/A (Chinese Line),*   **Interpositioning**: Having two securities dealers act as agents for the same trade to earn two commissions. (中间商：让两个证券交易商在同一笔交易中担任代理，从而赚取两份佣金。),*   **Interpositioning**： Having two securities dealers act as agents for the same trade to earn two commissions。 （中间商：让两个证券交易商在同一笔交易中担任代理，从而赚取两份佣金。）,Punctuation/Format,术语对照表.md
135,N/A (Chinese Line),*   **Churning**: Excessively trading a customer’s account to generate commission. (频繁交易/炒单：为了赚取佣金而过度交易客户账户。),*   **Churning**： Excessively trading a customer’s account to generate commission。 （频繁交易/炒单：为了赚取佣金而过度交易客户账户。）,Punctuation/Format,术语对照表.md
136,N/A (Chinese Line),"*   **Frontrunning**: Executing a trade based on knowledge of a pending **block trade** (10,000 shares or more). (抢先交易：基于已知即将发生的**大宗交易**（1 万股或以上）而执行交易。)","*   **Frontrunning**： Executing a trade based on knowledge of a pending **block trade** （10,000 shares or more）。 （抢先交易：基于已知即将发生的**大宗交易**（1 万股或以上）而执行交易。）",Punctuation/Format,术语对照表.md
137,N/A (Chinese Line),*   **Freeriding**: Buying and selling a security without paying for the purchase. (无款购买/搭便车：在未支付购股款的情况下买入并卖出证券。),*   **Freeriding**： Buying and selling a security without paying for the purchase。 （无款购买/搭便车：在未支付购股款的情况下买入并卖出证券。）,Punctuation/Format,术语对照表.md
147,N/A (Chinese Line),1.  **Placement**: Funds are transferred into the financial system. (放置：资金进入金融系统。),1。  **Placement**： Funds are transferred into the financial system。 （放置：资金进入金融系统。）,Punctuation/Format,术语对照表.md
148,N/A (Chinese Line),2.  **Layering**: Disguising the source of funds through multiple transactions. (离析/分层：通过多次交易掩盖资金来源。),2。  **Layering**： Disguising the source of funds through multiple transactions。 （离析/分层：通过多次交易掩盖资金来源。）,Punctuation/Format,术语对照表.md
149,N/A (Chinese Line),3.  **Integration**: Illegal funds are mixed with legitimate funds. (融合：非法资金与合法资金混合。),3。  **Integration**： Illegal funds are mixed with legitimate funds。 （融合：非法资金与合法资金混合。）,Punctuation/Format,术语对照表.md
164,N/A (Chinese Line),**内幕交易**发生在个人基于**重大非公开信息**进行交易时。**泄密者 (tipper)** 和**受密者 (tippee)** 都要承担责任。,**内幕交易**发生在个人基于**重大非公开信息**进行交易时。**泄密者 （tipper）** 和**受密者 （tippee）** 都要承担责任。,Punctuation/Format,术语对照表.md
180,N/A (Chinese Line),"*   **FDIC (Federal Deposit Insurance Corporation)**: Protects bank accounts up to **$250,000** per depositor. (FDIC：保护银行账户，每位存款人最高保障 **25 万美元**。)","*   **FDIC （Federal Deposit Insurance Corporation）**： Protects bank accounts up to **$250,000** per depositor。 （FDIC：保护银行账户，每位存款人最高保障 **25 万美元**。）",Punctuation/Format,术语对照表.md
181,N/A (Chinese Line),"*   **SIPC (Securities Investor Protection Corporation)**: Protects against broker-dealer bankruptcy up to **$500,000**, of which no more than **$250,000 can be cash**. (SIPC：防范经纪交易商破产风险，最高保障 **50 万美元**，其中现金部分不超过 **25 万美元**。)","*   **SIPC （Securities Investor Protection Corporation）**： Protects against broker-dealer bankruptcy up to **$500,000**， of which no more than **$250,000 can be cash**。 （SIPC：防范经纪交易商破产风险，最高保障 **50 万美元**，其中现金部分不超过 **25 万美元**。）",Punctuation/Format,术语对照表.md
193,N/A (Chinese Line),"**D**eclaration（宣布日）, **E**x-dividend（除息日）, **R**ecord（登记日）, **P**ayment（支付日）。",**D**eclaration（宣布日）， **E**x-dividend（除息日）， **R**ecord（登记日）， **P**ayment（支付日）。,Punctuation/Format,术语对照表.md
