Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
103,N/A (Chinese Line),| Category (类别) | Closed-End (封闭式) | Open-End (开放式) |,| Category （类别） | Closed-End （封闭式） | Open-End （开放式） |,Punctuation/Format,术语对照表.md
105,N/A (Chinese Line),| **Capitalization (资本化/募集方式)** | One-time offering of securities (fixed number of shares outstanding). (证券的一次性发行（流通股数固定）。) | Continuous offering of new shares (no fixed number of shares outstanding). (新股的持续发行（流通股数不固定）。) |,| **Capitalization （资本化/募集方式）** | One-time offering of securities （fixed number of shares outstanding）。 （证券的一次性发行（流通股数固定）。） | Continuous offering of new shares （no fixed number of shares outstanding）。 （新股的持续发行（流通股数不固定）。） |,Punctuation/Format,术语对照表.md
106,N/A (Chinese Line),| **Pricing the fund (基金定价)** | Investors purchase at the current market value (POP) plus a commission. (投资者按当前市场价值 (POP) 加上佣金购买。) | Investors purchase at the NAV plus a sales charge. (投资者按 NAV 加上销售费用购买。) |,| **Pricing the fund （基金定价）** | Investors purchase at the current market value （POP） plus a commission. （投资者按当前市场价值 （POP） 加上佣金购买。） | Investors purchase at the NAV plus a sales charge. （投资者按 NAV 加上销售费用购买。） |,Punctuation/Format,术语对照表.md
107,N/A (Chinese Line),"| **Issues (证券品种)** | Common stock, preferred stock, and debt securities. (普通股、优先股和债务证券。) | Common stock only. (仅限普通股。) |",| **Issues （证券品种）** | Common stock， preferred stock， and debt securities. （普通股、优先股和债务证券。） | Common stock only. （仅限普通股。） |,Punctuation/Format,术语对照表.md
108,N/A (Chinese Line),| **Shares purchased (股份购买)** | Shares can be purchased in full only. (股份仅能整股购买。) | Shares can be purchased in full or fractions (up to three decimal places). (股份可以整股或零碎购买（精确到小数点后三位）。) |,| **Shares purchased （股份购买）** | Shares can be purchased in full only. （股份仅能整股购买。） | Shares can be purchased in full or fractions （up to three decimal places）。 （股份可以整股或零碎购买（精确到小数点后三位）。） |,Punctuation/Format,术语对照表.md
109,N/A (Chinese Line),"| **Purchased and sold (买卖方式)** | Initial public offerings (IPOs) go through underwriters; after that, investors purchase and sell shares either over-the-counter or on an exchange (no redemption). (首次公开募股 (IPOs) 通过承销商进行；之后，投资者在场外或交易所买卖股份（不可赎回）。) | Shares are sold and redeemed by the fund only. (股份仅由基金销售和赎回。) |",| **Purchased and sold （买卖方式）** | Initial public offerings （IPOs） go through underwriters； after that， investors purchase and sell shares either over-the-counter or on an exchange （no redemption）。 （首次公开募股 （IPOs） 通过承销商进行；之后，投资者在场外或交易所买卖股份（不可赎回）。） | Shares are sold and redeemed by the fund only. （股份仅由基金销售和赎回。） |,Punctuation/Format,术语对照表.md
134,N/A (Chinese Line),    *   It usually provides a check-writing feature (you're given a checkbook) as a way of redeeming shares. (通常提供支票开具功能（会给您一本支票簿）作为赎回股份的一种方式。),    *   It usually provides a check-writing feature （you're given a checkbook） as a way of redeeming shares. （通常提供支票开具功能（会给您一本支票簿）作为赎回股份的一种方式。）,Punctuation/Format,术语对照表.md
135,N/A (Chinese Line),    *   It's always **no-load** (there's no sales charge). (始终是**无销售费 (no-load)** 的（没有申购费）。),    *   It's always **no-load** （there's no sales charge）。 （始终是**无销售费 （no-load）** 的（没有申购费）。）,Punctuation/Format,术语对照表.md
136,N/A (Chinese Line),    *   It computes dividends daily and credits them monthly. (每日计算股息，每月计入账户。),    *   It computes dividends daily and credits them monthly. （每日计算股息，每月计入账户。）,Punctuation/Format,术语对照表.md
137,N/A (Chinese Line),    *   There's no penalty for early redemption. (提前赎回没有罚款。),    *   There's no penalty for early redemption. （提前赎回没有罚款。）,Punctuation/Format,术语对照表.md
139,N/A (Chinese Line),*   **收益型基金 (Income fund)：** 收益型基金的首要目标是为投资者提供当期收入（而非增长）。这类基金将其大部分资产投资于多样化的组合，包括：(a) 支付利息的债务证券，以及 (b) 以持续支付现金股息闻名的公司的优先股和普通股。,*   **收益型基金 （Income fund）：** 收益型基金的首要目标是为投资者提供当期收入（而非增长）。这类基金将其大部分资产投资于多样化的组合，包括：（a） 支付利息的债务证券，以及 （b） 以持续支付现金股息闻名的公司的优先股和普通股。,Punctuation/Format,术语对照表.md
147,N/A (Chinese Line),*   **平衡型基金 (Balanced fund)：** 平衡型基金是增长型基金和收益型基金的结合。平衡型基金投资于普通股、优先股、长期债券和短期债券，旨在最大限度降低风险的同时，提供收入和资本增值。这些基金在熊市时不会遭受太惨重的打击，但在牛市时通常表现不如大盘。,*   **平衡型基金 （Balanced fund）：** 平衡型基金是增长型基金和收益型基金的结合。平衡型基金投资于普通股、优先股、长期债券和短期债券，旨在最大限度降低风险的同时，提供收入和资本增值。这些基金在熊市时不会遭受太惨重的打击，但在牛市时通常表现不如大盘。,Punctuation/Format,术语对照表.md
149,N/A (Chinese Line),*   **增长型基金 (Growth fund)：** 这种基金正如您所预料的那样——增长型基金将其大部分资产投资于相对较新或现有公司的普通股多样化组合，追求股价的大幅上涨。增长型基金提供更高的增长潜力，但通常伴随着投资者的更高风险。这类基金非常适合寻求长期资本增值潜力的投资者。,*   **增长型基金 （Growth fund）：** 这种基金正如您所预料的那样——增长型基金将其大部分资产投资于相对较新或现有公司的普通股多样化组合，追求股价的大幅上涨。增长型基金提供更高的增长潜力，但通常伴随着投资者的更高风险。这类基金非常适合寻求长期资本增值潜力的投资者。,Punctuation/Format,术语对照表.md
154,N/A (Chinese Line),由于投资增长型基金存在固有风险，它们更适合能够承担风险的年轻投资者，因为他们有更多时间来弥补亏损。一些增长型基金被标记为**激进增长型基金 (aggressive growth funds)**，因为它们投资的证券比标准增长型基金风险更高。,由于投资增长型基金存在固有风险，它们更适合能够承担风险的年轻投资者，因为他们有更多时间来弥补亏损。一些增长型基金被标记为**激进增长型基金 （aggressive growth funds）**，因为它们投资的证券比标准增长型基金风险更高。,Punctuation/Format,术语对照表.md
159,N/A (Chinese Line),*   **国际或全球基金：****国际基金**投资于投资者本国**以外**任何地方的公司。**全球基金**投资于**世界各地**（包括投资者本国）的证券。虽然国际和全球基金有助于完善投资组合，但它们并非没有风险。除了投资一般证券所面临的风险外，国际和全球基金的持有者还面临**汇率风险 (currency risk)**，即美国与外国发行人之间的货币汇率变动可能损害投资者利益。此外，特定国家的政治局势也可能损害基金价值。,*   **国际或全球基金：****国际基金**投资于投资者本国**以外**任何地方的公司。**全球基金**投资于**世界各地**（包括投资者本国）的证券。虽然国际和全球基金有助于完善投资组合，但它们并非没有风险。除了投资一般证券所面临的风险外，国际和全球基金的持有者还面临**汇率风险 （currency risk）**，即美国与外国发行人之间的货币汇率变动可能损害投资者利益。此外，特定国家的政治局势也可能损害基金价值。,Punctuation/Format,术语对照表.md
183,N/A (Chinese Line),拥有额外可用资金的投资者，在大额购买时可能会获得销售费用的减免。**折让点 (Breakpoints)**（见下节）和**意向书 (letter of intent)**（见下节）适用于开放式基金和单位投资信托的投资者。由于封闭式基金在首次发行后是在市场上交易的，因此投资者不会获得折让点。平均成本投资法 (Dollar cost averaging) 和定额股份投资法 (fixed share averaging) 最常用于开放式基金的购买，但也可能适用于其他投资。,拥有额外可用资金的投资者，在大额购买时可能会获得销售费用的减免。**折让点 （Breakpoints）**（见下节）和**意向书 （letter of intent）**（见下节）适用于开放式基金和单位投资信托的投资者。由于封闭式基金在首次发行后是在市场上交易的，因此投资者不会获得折让点。平均成本投资法 （Dollar cost averaging） 和定额股份投资法 （fixed share averaging） 最常用于开放式基金的购买，但也可能适用于其他投资。,Punctuation/Format,术语对照表.md
186,N/A (Chinese Line),### 基金中的基金 (FOF),### 基金中的基金 （FOF）,Punctuation/Format,术语对照表.md
189,N/A (Chinese Line),**基金中的基金 (FOF)** 是指投资于其他基金而非单一证券的基金。许多基金实际上都是 FOF，例如对冲基金的基金和**生命周期基金 (life-cycle funds)**。生命周期基金也被称为**目标日期基金**或**基于年龄的基金**。生命周期基金背后的理念是自动调整基金的构成，使投资者随着年龄的增长承担更小的风险。通常，年轻投资者能够承担更多的财务风险，因此在投资组合中投资较大比例的权益证券和较小比例的固定收益证券。随着投资者年龄的增长，比例应该发生变化，使投资组合中固定收益证券的比例增大，权益证券的比例减小。生命周期基金是根据目标退休日期设置的。投资者选择与其退休日期相匹配的生命周期基金，基金会不时调整其持仓，使股票基金逐渐减少，投资于固定收益证券的基金逐渐增加。,**基金中的基金 （FOF）** 是指投资于其他基金而非单一证券的基金。许多基金实际上都是 FOF，例如对冲基金的基金和**生命周期基金 （life-cycle funds）**。生命周期基金也被称为**目标日期基金**或**基于年龄的基金**。生命周期基金背后的理念是自动调整基金的构成，使投资者随着年龄的增长承担更小的风险。通常，年轻投资者能够承担更多的财务风险，因此在投资组合中投资较大比例的权益证券和较小比例的固定收益证券。随着投资者年龄的增长，比例应该发生变化，使投资组合中固定收益证券的比例增大，权益证券的比例减小。生命周期基金是根据目标退休日期设置的。投资者选择与其退休日期相匹配的生命周期基金，基金会不时调整其持仓，使股票基金逐渐减少，投资于固定收益证券的基金逐渐增加。,Punctuation/Format,术语对照表.md
192,N/A (Chinese Line),### 折让点 (Breakpoints),### 折让点 （Breakpoints）,Punctuation/Format,术语对照表.md
195,N/A (Chinese Line),基金有投资顾问（投资组合经理），他们按基金持有的证券价值的一定百分比获取报酬。因此，诱使投资者投入更多资金的一种方法是，当他们投入一定的最低金额时，降低销售费用。这就是**折让点 (breakpoint)** 的用武之地。,基金有投资顾问（投资组合经理），他们按基金持有的证券价值的一定百分比获取报酬。因此，诱使投资者投入更多资金的一种方法是，当他们投入一定的最低金额时，降低销售费用。这就是**折让点 （breakpoint）** 的用武之地。,Punctuation/Format,术语对照表.md
201,N/A (Chinese Line),另一种折扣是**累计优先权 (ROA)**，它允许股东在持有的基金金额（基于当前价格而非购买价格）加上新购买的金额足以达到折让点时，获得销售费用减免。累计优先权没有时间限制。,另一种折扣是**累计优先权 （ROA）**，它允许股东在持有的基金金额（基于当前价格而非购买价格）加上新购买的金额足以达到折让点时，获得销售费用减免。累计优先权没有时间限制。,Punctuation/Format,术语对照表.md
206,N/A (Chinese Line),*   Breakpoints must be disclosed in the prospectus. (折让点必须在招股说明书中披露。),*   Breakpoints must be disclosed in the prospectus. （折让点必须在招股说明书中披露。）,Punctuation/Format,术语对照表.md
207,N/A (Chinese Line),*   Breakpoints aren't available to partnerships or investment clubs (several people pooling money to receive reduced sales charges). (折让点不适用于合伙企业或投资俱乐部（多人集资以获得销售费用减免）。),*   Breakpoints aren't available to partnerships or investment clubs （several people pooling money to receive reduced sales charges）。 （折让点不适用于合伙企业或投资俱乐部（多人集资以获得销售费用减免）。）,Punctuation/Format,术语对照表.md
208,N/A (Chinese Line),"*   Breakpoints are generally available to individual investors, joint accounts with family members, UGMA accounts, and corporations. (折让点通常适用于个人投资者、家庭成员共同账户、UGMA（统一赠与未成年人法）账户和公司。)",*   Breakpoints are generally available to individual investors， joint accounts with family members， UGMA accounts， and corporations. （折让点通常适用于个人投资者、家庭成员共同账户、UGMA（统一赠与未成年人法）账户和公司。）,Punctuation/Format,术语对照表.md
211,N/A (Chinese Line),### 挂点销售 (Breakpoint sales),### 挂点销售 （Breakpoint sales）,Punctuation/Format,术语对照表.md
214,N/A (Chinese Line),"作为代理人，您有责任让投资者知道折让点的存在。**挂点销售 (breakpoint sale)** 发生在您诱导投资者在略低于获得折让点或额外销售折扣的水平进行购买。如表 9-2 所示，如果客户购买价值 23,000 美元的基金而不是 25,000 美元的基金，您会赚更多的钱，因为客户在 25,000 美元时可以获得折扣销售费。您的责任是让客户知道，通过再投资 2,000 美元，他们可以达到折让点。不披露折让点并诱导在折让点以下进行销售属于**违规行为**。","作为代理人，您有责任让投资者知道折让点的存在。**挂点销售 （breakpoint sale）** 发生在您诱导投资者在略低于获得折让点或额外销售折扣的水平进行购买。如表 9-2 所示，如果客户购买价值 23,000 美元的基金而不是 25,000 美元的基金，您会赚更多的钱，因为客户在 25,000 美元时可以获得折扣销售费。您的责任是让客户知道，通过再投资 2,000 美元，他们可以达到折让点。不披露折让点并诱导在折让点以下进行销售属于**违规行为**。",Punctuation/Format,术语对照表.md
219,N/A (Chinese Line),| Purchase Amount (购买金额) | Sales Charge (销售费用) |,| Purchase Amount （购买金额） | Sales Charge （销售费用） |,Punctuation/Format,术语对照表.md
224,N/A (Chinese Line),"| $100,000 and up (及以上) | 1.5% |","| $100,000 and up （及以上） | 1.5% |",Punctuation/Format,术语对照表.md
227,N/A (Chinese Line),### 意向书 (LOI),### 意向书 （LOI）,Punctuation/Format,术语对照表.md
230,N/A (Chinese Line),投资者签署的**意向书 (LOI)** 允许他们在初始购买时立即获得折让点（数量折扣），即使投资者尚未存入足够的资金来达到折让点。该文件规定，只要投资者在 **13 个月**内投入足够的资金，他们就可以立即享受折扣后的销售费。,投资者签署的**意向书 （LOI）** 允许他们在初始购买时立即获得折让点（数量折扣），即使投资者尚未存入足够的资金来达到折让点。该文件规定，只要投资者在 **13 个月**内投入足够的资金，他们就可以立即享受折扣后的销售费。,Punctuation/Format,术语对照表.md
235,N/A (Chinese Line),*   The investor has **13 months** after the first deposit to live up to the terms of the letter of intent in order to maintain the reduced sales charge. (投资者在第一次存款后的 13 个月内必须履行意向书条款，以维持减免的销售费。),*   The investor has **13 months** after the first deposit to live up to the terms of the letter of intent in order to maintain the reduced sales charge. （投资者在第一次存款后的 13 个月内必须履行意向书条款，以维持减免的销售费。）,Punctuation/Format,术语对照表.md
236,N/A (Chinese Line),"*   The LOI may be **backdated for up to 90 days**, meaning that it may apply to a previous purchase. However, remember that if the LOI applies to a previous purchase, the 13-month period starts from the date of that previous transaction. (意向书可以**回溯长达 90 天**，这意味着它可能适用于之前的购买。但是请记住，如果意向书适用于之前的购买，则 13 个月的期限从该次交易日期开始计算。)",*   The LOI may be **backdated for up to 90 days**， meaning that it may apply to a previous purchase. However， remember that if the LOI applies to a previous purchase， the 13-month period starts from the date of that previous transaction. （意向书可以**回溯长达 90 天**，这意味着它可能适用于之前的购买。但是请记住，如果意向书适用于之前的购买，则 13 个月的期限从该次交易日期开始计算。）,Punctuation/Format,术语对照表.md
237,N/A (Chinese Line),"*   While the investor is under the letter of intent, shares are held in **escrow** to pay for the difference in the sales charge. If the investor doesn't live up to the terms of the obligation, the fund sells the shares held in escrow. (在意向书期间，股份被存放在**代管账户**中，用于支付销售费用的差额。如果投资者未能履行义务条款，基金将出售代管的股份。)",*   While the investor is under the letter of intent， shares are held in **escrow** to pay for the difference in the sales charge. If the investor doesn't live up to the terms of the obligation， the fund sells the shares held in escrow. （在意向书期间，股份被存放在**代管账户**中，用于支付销售费用的差额。如果投资者未能履行义务条款，基金将出售代管的股份。）,Punctuation/Format,术语对照表.md
256,N/A (Chinese Line),销售费用设定最高为 **8.5%**，它是公开发售价 (POP) 或卖出价的一部分，而不是像销售税那样事后附加的。计算开放式基金销售费用（或 **load**）的技巧之一是记住 POP 等于 100%。因此，如果销售费为 8%，则 NAV 是 POP 的 92%。确定销售费用百分比的公式如下：,销售费用设定最高为 **8.5%**，它是公开发售价 （POP） 或卖出价的一部分，而不是像销售税那样事后附加的。计算开放式基金销售费用（或 **load**）的技巧之一是记住 POP 等于 100%。因此，如果销售费为 8%，则 NAV 是 POP 的 92%。确定销售费用百分比的公式如下：,Punctuation/Format,术语对照表.md
261,N/A (Chinese Line),**销售费用 % = (POP – NAV) / POP**,**销售费用 % = （POP – NAV） / POP**,Punctuation/Format,术语对照表.md
272,N/A (Chinese Line),正确答案是 (C)。您首先要做的就是建立等式。从 POP 10.00 美元开始，减去 NAV 9.60 美元，得到 0.40 美元。接下来，用 0.40 美元除以 POP 10.00 美元，得到 4% 的销售费：,正确答案是 （C）。您首先要做的就是建立等式。从 POP 10.00 美元开始，减去 NAV 9.60 美元，得到 0.40 美元。接下来，用 0.40 美元除以 POP 10.00 美元，得到 4% 的销售费：,Punctuation/Format,术语对照表.md
273,N/A (Chinese Line),销售费用 = (POP – NAV) / POP = ($10.00 – $9.60) / $10.00 = $0.40 / $10.00 = 4%,销售费用 = （POP – NAV） / POP = （$10.00 – $9.60） / $10.00 = $0.40 / $10.00 = 4%,Punctuation/Format,术语对照表.md
278,N/A (Chinese Line),为了帮助您记住基金的卖出价 (ask price) 就是 POP，请记住“**问问您的老爸 (ask your POP)**”。（注：POP 是父亲的昵称，此处为谐音记忆法）,为了帮助您记住基金的卖出价 （ask price） 就是 POP，请记住“**问问您的老爸 （ask your POP）**”。（注：POP 是父亲的昵称，此处为谐音记忆法）,Punctuation/Format,术语对照表.md
281,N/A (Chinese Line),### 公开发售价 (POP),### 公开发售价 （POP）,Punctuation/Format,术语对照表.md
288,N/A (Chinese Line),**公开发售价 = 资产净值 / (100% – 销售费用 %)**,**公开发售价 = 资产净值 / （100% – 销售费用 %）**,Punctuation/Format,术语对照表.md
305,N/A (Chinese Line),*   **无销售费 (No-load)：** 投资者不支付销售费用，但可能被收取某种交易费。与收费共同基金不同，无销售费基金收取的 12b-1 费用不得超过 **25 个基点**。,*   **无销售费 （No-load）：** 投资者不支付销售费用，但可能被收取某种交易费。与收费共同基金不同，无销售费基金收取的 12b-1 费用不得超过 **25 个基点**。,Punctuation/Format,术语对照表.md
313,N/A (Chinese Line),另外两类投资公司——**面值证单公司**和**单位投资信托 (UITs)**——已经不像以前那样受欢迎了。遗憾的是，尽管您可能永远不会销售这些产品，但为了参加 SIE 考试，您确实需要了解它们。在这些主题上，您可能只会看到一两个问题。但是，**交易所交易基金 (ETFs)** 正变得越来越流行，因此您在考试中看到关于 ETFs 和/或反向 ETFs 问题的概率相当高。,另外两类投资公司——**面值证单公司**和**单位投资信托 （UITs）**——已经不像以前那样受欢迎了。遗憾的是，尽管您可能永远不会销售这些产品，但为了参加 SIE 考试，您确实需要了解它们。在这些主题上，您可能只会看到一两个问题。但是，**交易所交易基金 （ETFs）** 正变得越来越流行，因此您在考试中看到关于 ETFs 和/或反向 ETFs 问题的概率相当高。,Punctuation/Format,术语对照表.md
322,N/A (Chinese Line),### 单位投资信托 (UITs),### 单位投资信托 （UITs）,Punctuation/Format,术语对照表.md
325,N/A (Chinese Line),**单位投资信托 (UIT)** 是一家注册投资公司，它购买一个固定的（非管理的）收益型证券组合（通常是债券）并将其进行信托持有，这意味着 UIT 充当了投资者的控股公司。然后，该公司发行可赎回的股份（**单位 units**），代表投资者在信托中的权益。与共同基金不同，UIT 是为特定时间段设立的，并有固定的终止日期。任何资本利得、利息和/或股息都会定期传递给股东。,**单位投资信托 （UIT）** 是一家注册投资公司，它购买一个固定的（非管理的）收益型证券组合（通常是债券）并将其进行信托持有，这意味着 UIT 充当了投资者的控股公司。然后，该公司发行可赎回的股份（**单位 units**），代表投资者在信托中的权益。与共同基金不同，UIT 是为特定时间段设立的，并有固定的终止日期。任何资本利得、利息和/或股息都会定期传递给股东。,Punctuation/Format,术语对照表.md
328,N/A (Chinese Line),UITs 的流通股份数量有限，且在一级市场按首次公开募股 (IPO) 价格分销。由于流通股份数量有限，且必须向发行人或发起人赎回，因此其流动性非常有限。,UITs 的流通股份数量有限，且在一级市场按首次公开募股 （IPO） 价格分销。由于流通股份数量有限，且必须向发行人或发起人赎回，因此其流动性非常有限。,Punctuation/Format,术语对照表.md
333,N/A (Chinese Line),"*   **Fixed investment trusts:** These companies invest in a portfolio of debt securities, and the trust terminates when all the bonds in the portfolio mature. (固定投资信托：这些公司投资于债务证券组合，当组合中的所有债券到期时，信托终止。)",*   **Fixed investment trusts：** These companies invest in a portfolio of debt securities， and the trust terminates when all the bonds in the portfolio mature. （固定投资信托：这些公司投资于债务证券组合，当组合中的所有债券到期时，信托终止。）,Punctuation/Format,术语对照表.md
334,N/A (Chinese Line),"*   **Participating trusts:** These companies invest in shares of mutual funds. The mutual funds that the trust holds don't change, but the securities held by the underlying mutual funds do. (参与型信托：这些公司投资于共同基金的股份。信托持有的共同基金本身不变，但这些共同基金底层持有的证券是变动的。)",*   **Participating trusts：** These companies invest in shares of mutual funds. The mutual funds that the trust holds don't change， but the securities held by the underlying mutual funds do. （参与型信托：这些公司投资于共同基金的股份。信托持有的共同基金本身不变，但这些共同基金底层持有的证券是变动的。）,Punctuation/Format,术语对照表.md
347,N/A (Chinese Line),您在考试中可能会遇到的交易所交易产品 (ETPs) 包括 ETFs 和交易所交易票据 (ETNs)。ETPs 被认为是投资共同基金的替代方案；它们不仅像共同基金一样提供多样化，还可以进行卖空和融资买入。然而，投资者应意识到，买卖 ETPs 通常会被收取佣金，这可能会切实削减任何潜在利润。,您在考试中可能会遇到的交易所交易产品 （ETPs） 包括 ETFs 和交易所交易票据 （ETNs）。ETPs 被认为是投资共同基金的替代方案；它们不仅像共同基金一样提供多样化，还可以进行卖空和融资买入。然而，投资者应意识到，买卖 ETPs 通常会被收取佣金，这可能会切实削减任何潜在利润。,Punctuation/Format,术语对照表.md
355,N/A (Chinese Line),### 交易所交易基金 (ETFs),### 交易所交易基金 （ETFs）,Punctuation/Format,术语对照表.md
358,N/A (Chinese Line),交易所交易基金 (ETFs) 通常注册为开放式基金，但运作方式更像封闭式基金。它们要么被动跟踪指数或其他基准，要么由人工主动管理。正如其名，ETF 在交易所进行活跃交易。ETF 为投资者提供多样化选择，同时具备交易便利、可卖空以及可融资买入等特点。虽然 ETF 可以涵盖多个资产类别的投资，但其主要焦点在于股票（权益型基金）和债券（债券型基金）。,交易所交易基金 （ETFs） 通常注册为开放式基金，但运作方式更像封闭式基金。它们要么被动跟踪指数或其他基准，要么由人工主动管理。正如其名，ETF 在交易所进行活跃交易。ETF 为投资者提供多样化选择，同时具备交易便利、可卖空以及可融资买入等特点。虽然 ETF 可以涵盖多个资产类别的投资，但其主要焦点在于股票（权益型基金）和债券（债券型基金）。,Punctuation/Format,术语对照表.md
366,N/A (Chinese Line),与共同基金相比，ETF 具有一些独特的优势，包括可以融资买入、交易便利以及运营成本较低。共同基金采用**远期定价**——这意味着申购或赎回是按下一个计算出的公开发售价 (POP) 或资产净值 (NAV) 进行的——但 ETF 可以在全天任何时间按当前的买入价或卖出价进行交易。,与共同基金相比，ETF 具有一些独特的优势，包括可以融资买入、交易便利以及运营成本较低。共同基金采用**远期定价**——这意味着申购或赎回是按下一个计算出的公开发售价 （POP） 或资产净值 （NAV） 进行的——但 ETF 可以在全天任何时间按当前的买入价或卖出价进行交易。,Punctuation/Format,术语对照表.md
378,N/A (Chinese Line),### 交易所交易票据 (ETNs),### 交易所交易票据 （ETNs）,Punctuation/Format,术语对照表.md
