Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
45,N/A (Chinese Line),*   **Legislative risk**: The risk that changes in state or federal law will affect certain securities. (立法风险：州或联邦法律的变化将影响某些证券的风险。),*   **Legislative risk**： The risk that changes in state or federal law will affect certain securities。 （立法风险：州或联邦法律的变化将影响某些证券的风险。）,Punctuation/Format,术语对照表.md
46,N/A (Chinese Line),*   **Currency (exchange rate) risk**: The risk that an investment’s value will be affected by a change in currency exchange rates. (汇率风险：投资价值受货币汇率变动影响的风险。),*   **Currency （exchange rate） risk**： The risk that an investment’s value will be affected by a change in currency exchange rates。 （汇率风险：投资价值受货币汇率变动影响的风险。）,Punctuation/Format,术语对照表.md
47,N/A (Chinese Line),*   **Liquidity (marketability) risk**: The risk that the security is not easily traded without affecting the price of the security. (流动性风险 / 可销售性风险：证券无法在不影响价格的情况下被轻松交易的风险。),*   **Liquidity （marketability） risk**： The risk that the security is not easily traded without affecting the price of the security。 （流动性风险 / 可销售性风险：证券无法在不影响价格的情况下被轻松交易的风险。）,Punctuation/Format,术语对照表.md
48,N/A (Chinese Line),*   **Capital risk**: The risk of losing all money invested (especially for options and warrants). (本金风险：损失所有投资资金的风险（特别是在期权和认股权证中）。),*   **Capital risk**： The risk of losing all money invested （especially for options and warrants）。 （本金风险：损失所有投资资金的风险（特别是在期权和认股权证中）。）,Punctuation/Format,术语对照表.md
49,N/A (Chinese Line),*   **Prepayment risk**: The type of risk mostly associated with real-estate investments such as mortgage-backed securities. (提前还款风险：主要与抵押贷款支持证券等房地产投资相关的风险类型。),*   **Prepayment risk**： The type of risk mostly associated with real-estate investments such as mortgage-backed securities。 （提前还款风险：主要与抵押贷款支持证券等房地产投资相关的风险类型。）,Punctuation/Format,术语对照表.md
50,N/A (Chinese Line),*   **Timing risk**: The risk of an investor buying or selling a security at the wrong time. (时机风险：投资者在错误的时间买卖证券的风险。),*   **Timing risk**： The risk of an investor buying or selling a security at the wrong time。 （时机风险：投资者在错误的时间买卖证券的风险。）,Punctuation/Format,术语对照表.md
71,N/A (Chinese Line),*   **Geographical**: Investing in securities in different parts of the country or world. (地域多样化：投资于该国或世界不同地区的证券。),*   **Geographical**： Investing in securities in different parts of the country or world。 （地域多样化：投资于该国或世界不同地区的证券。）,Punctuation/Format,术语对照表.md
72,N/A (Chinese Line),"*   **Maturity dates**: Buying a mixture of short-term, intermediate-term, and long-term debt securities. (到期日多样化：买入短期、中期和长期债务证券的组合。)",*   **Maturity dates**： Buying a mixture of short-term， intermediate-term， and long-term debt securities。 （到期日多样化：买入短期、中期和长期债务证券的组合。）,Punctuation/Format,术语对照表.md
73,N/A (Chinese Line),*   **Credit ratings**: Purchasing high-yield (junk) bonds in combination with highly rated bonds. (信用评级多样化：将高收益（垃圾）债券与高评级债券结合购买。),*   **Credit ratings**： Purchasing high-yield （junk） bonds in combination with highly rated bonds。 （信用评级多样化：将高收益（垃圾）债券与高评级债券结合购买。）,Punctuation/Format,术语对照表.md
74,N/A (Chinese Line),"*   **Sectors**: Spreading investments among different sectors such as financials, utilities, energy, healthcare, technology, and so on. (行业多样化：将投资分散到不同的行业，如金融、公用事业、能源、医疗保健、科技等。)",*   **Sectors**： Spreading investments among different sectors such as financials， utilities， energy， healthcare， technology， and so on。 （行业多样化：将投资分散到不同的行业，如金融、公用事业、能源、医疗保健、科技等。）,Punctuation/Format,术语对照表.md
75,N/A (Chinese Line),"*   **Type of investment**: Investing in a mixture of different types of stocks, bonds, DPPs, real estate, options, and so on. (投资类型多样化：投资于股票、债券、DPP、房地产、期权等多种类型的组合。)",*   **Type of investment**： Investing in a mixture of different types of stocks， bonds， DPPs， real estate， options， and so on。 （投资类型多样化：投资于股票、债券、DPP、房地产、期权等多种类型的组合。）,Punctuation/Format,术语对照表.md
80,N/A (Chinese Line),请记住，**共同基金**和**交易所交易基金 (ETFs)** 在单个持仓内就提供了一定程度的多样化。这就是为什么小额投资者是共同基金的理想人选。,请记住，**共同基金**和**交易所交易基金 （ETFs）** 在单个持仓内就提供了一定程度的多样化。这就是为什么小额投资者是共同基金的理想人选。,Punctuation/Format,术语对照表.md
86,N/A (Chinese Line),假设您和您的一位客户确定 50% 权益类证券和 50% 债务类证券的组合对他们最有利。一年后，由于增值，您的客户持有的权益类占比达到 60%，债务类降至 40%。此时，您的客户可能会决定通过卖出部分权益类资产并买入更多债务类资产来对其投资组合进行**再平衡 (rebalance)**，从而恢复最初设定的资产配置比例。,假设您和您的一位客户确定 50% 权益类证券和 50% 债务类证券的组合对他们最有利。一年后，由于增值，您的客户持有的权益类占比达到 60%，债务类降至 40%。此时，您的客户可能会决定通过卖出部分权益类资产并买入更多债务类资产来对其投资组合进行**再平衡 （rebalance）**，从而恢复最初设定的资产配置比例。,Punctuation/Format,术语对照表.md
97,N/A (Chinese Line),我肯定您听过“两头下注 (Hedge your bets)”这句话。它的意思是您正在努力降低风险。在投资界，对冲的方式有很多种，取决于您投资的对象。,我肯定您听过“两头下注 （Hedge your bets）”这句话。它的意思是您正在努力降低风险。在投资界，对冲的方式有很多种，取决于您投资的对象。,Punctuation/Format,术语对照表.md
99,N/A (Chinese Line),*   You can hedge against **market volatility** by having a diversified portfolio. (您可以通过拥有多样化的投资组合来对冲**市场波动**。),*   You can hedge against **market volatility** by having a diversified portfolio。 （您可以通过拥有多样化的投资组合来对冲**市场波动**。）,Punctuation/Format,术语对照表.md
100,N/A (Chinese Line),"*   To hedge against **credit risk**, you can purchase more secure debt securities issued by the U.S. government. (为了对冲**信用风险**，您可以购买由美国政府发行的更安全的债务证券。)",*   To hedge against **credit risk**， you can purchase more secure debt securities issued by the U。S。 government。 （为了对冲**信用风险**，您可以购买由美国政府发行的更安全的债务证券。）,Punctuation/Format,术语对照表.md
101,N/A (Chinese Line),"*   To hedge against the risk that a security doesn't keep pace with **inflation**, you can purchase **stocks** (best answer for an SIE question), variable annuities, or real estate. (为了对冲证券跟不上**通货膨胀**的风险，您可以购买**股票**（这是 SIE 考试中的最佳答案）、变动年金或房地产。)",*   To hedge against the risk that a security doesn't keep pace with **inflation**， you can purchase **stocks** （best answer for an SIE question）， variable annuities， or real estate。 （为了对冲证券跟不上**通货膨胀**的风险，您可以购买**股票**（这是 SIE 考试中的最佳答案）、变动年金或房地产。）,Punctuation/Format,术语对照表.md
106,N/A (Chinese Line),就 SIE 考试而言，您需要记住的最重要的一点是：**对冲 (hedge) 意味着保护**。,就 SIE 考试而言，您需要记住的最重要的一点是：**对冲 （hedge） 意味着保护**。,Punctuation/Format,术语对照表.md
136,N/A (Chinese Line),"*   **Current assets**: Items that are easily converted into cash within the next 12 months, such as cash, marketable securities, accounts receivable, and inventory. (流动资产：在未来 12 个月内易于变现的项目，如现金、有价证券、应收账款和库存。)",*   **Current assets**： Items that are easily converted into cash within the next 12 months， such as cash， marketable securities， accounts receivable， and inventory。 （流动资产：在未来 12 个月内易于变现的项目，如现金、有价证券、应收账款和库存。）,Punctuation/Format,术语对照表.md
137,N/A (Chinese Line),"*   **Fixed assets**: Items that aren't easily converted into cash, such as property, buildings, furniture, and equipment. Accumulated **depreciation** is usually deducted from fixed assets. (固定资产：不易变现的项目，如土地、建筑、家具和设备。累计**折旧**通常从固定资产中扣除。)",*   **Fixed assets**： Items that aren't easily converted into cash， such as property， buildings， furniture， and equipment。 Accumulated **depreciation** is usually deducted from fixed assets。 （固定资产：不易变现的项目，如土地、建筑、家具和设备。累计**折旧**通常从固定资产中扣除。）,Punctuation/Format,术语对照表.md
138,N/A (Chinese Line),"*   **Intangible assets**: Items that don't have any physical properties, such as trademarks, patents, and **goodwill**. (无形资产：没有实物属性的项目，如商标、专利和**商誉**。)",*   **Intangible assets**： Items that don't have any physical properties， such as trademarks， patents， and **goodwill**。 （无形资产：没有实物属性的项目，如商标、专利和**商誉**。）,Punctuation/Format,术语对照表.md
144,N/A (Chinese Line),"*   **Current liabilities**: Debt obligations due to be paid within the next 12 months, such as accounts payable, wages, and short-term notes payable. (流动负债：应在未来 12 个月内支付的债务，如应付账款、工资和短期应付票据。)",*   **Current liabilities**： Debt obligations due to be paid within the next 12 months， such as accounts payable， wages， and short-term notes payable。 （流动负债：应在未来 12 个月内支付的债务，如应付账款、工资和短期应付票据。）,Punctuation/Format,术语对照表.md
145,N/A (Chinese Line),"*   **Long-term liabilities**: Debt obligation due to be paid after 12 months, such as mortgages and outstanding corporate bonds. (长期负债：在 12 个月后支付的债务，如抵押贷款和未偿还的公司债券。)",*   **Long-term liabilities**： Debt obligation due to be paid after 12 months， such as mortgages and outstanding corporate bonds。 （长期负债：在 12 个月后支付的债务，如抵押贷款和未偿还的公司债券。）,Punctuation/Format,术语对照表.md
161,N/A (Chinese Line),*   **Net sales** (净销售额),*   **Net sales** （净销售额）,Punctuation/Format,术语对照表.md
162,N/A (Chinese Line),"*   **EBITDA** (Earnings before interest, taxes, depreciation, and amortization) (息税折旧摊销前利润)",*   **EBITDA** （Earnings before interest， taxes， depreciation， and amortization） （息税折旧摊销前利润）,Punctuation/Format,术语对照表.md
163,N/A (Chinese Line),*   **Operating profit (EBIT)** (营业利润),*   **Operating profit （EBIT）** （营业利润）,Punctuation/Format,术语对照表.md
164,N/A (Chinese Line),*   **Net income (EAT)** (净利润 / 税后利润),*   **Net income （EAT）** （净利润 / 税后利润）,Punctuation/Format,术语对照表.md
185,N/A (Chinese Line),"*   **Narrow-based**: Indicate the performance of a particular industry (e.g., Dow Jones Transportation Index). (窄基指数：显示特定行业的表现（例如道琼斯交通运输指数）。)",*   **Narrow-based**： Indicate the performance of a particular industry （e。g。， Dow Jones Transportation Index）。 （窄基指数：显示特定行业的表现（例如道琼斯交通运输指数）。）,Punctuation/Format,术语对照表.md
186,N/A (Chinese Line),"*   **Broad-based**: Indicative of the overall market (e.g., S&P 500, Wilshire 5000, Russell 2000). (广基指数：预示整体市场的表现（例如标普 500、威尔希尔 5000、罗素 2000）。)",*   **Broad-based**： Indicative of the overall market （e。g。， S&P 500， Wilshire 5000， Russell 2000）。 （广基指数：预示整体市场的表现（例如标普 500、威尔希尔 5000、罗素 2000）。）,Punctuation/Format,术语对照表.md
201,N/A (Chinese Line),"1.  **Expansion**: Characterized by increasing demand, increasing production, and a bullish stock market. (扩张：特征是需求增加、产量增加以及股市走牛。)",1。  **Expansion**： Characterized by increasing demand， increasing production， and a bullish stock market。 （扩张：特征是需求增加、产量增加以及股市走牛。）,Punctuation/Format,术语对照表.md
202,N/A (Chinese Line),"2.  **Peak**: The top of the expansion phase, right before the economy starts to contract. (顶点：扩张阶段的顶峰，紧接在经济开始萎缩之前。)",2。  **Peak**： The top of the expansion phase， right before the economy starts to contract。 （顶点：扩张阶段的顶峰，紧接在经济开始萎缩之前。）,Punctuation/Format,术语对照表.md
203,N/A (Chinese Line),"3.  **Contraction**: Characterized by higher levels of debt, bearish stock market, and increasing defaults. (收缩：特征是债务水平升高、股市走熊以及违约增加。)",3。  **Contraction**： Characterized by higher levels of debt， bearish stock market， and increasing defaults。 （收缩：特征是债务水平升高、股市走熊以及违约增加。）,Punctuation/Format,术语对照表.md
204,N/A (Chinese Line),"4.  **Trough**: The lowest part of the contraction phase, right before the economy starts to expand (recover) again. (谷底：收缩阶段的最低点，紧接在经济开始再次扩张（复苏）之前。)",4。  **Trough**： The lowest part of the contraction phase， right before the economy starts to expand （recover） again。 （谷底：收缩阶段的最低点，紧接在经济开始再次扩张（复苏）之前。）,Punctuation/Format,术语对照表.md
229,N/A (Chinese Line),*   **Open market operations**: The buying or selling of U.S. government bonds. **Buying** securities puts money **into** the system (eases supply); **selling** securities pulls money **out** (tightens supply). This is the tool the Fed uses **most often**. (公开市场操作：买卖美国政府债券。**买入**证券会将资金注入系统（宽松供应）；**卖出**证券会将资金抽走（紧缩供应）。这是美联储**最常用**的工具。),*   **Open market operations**： The buying or selling of U。S。 government bonds。 **Buying** securities puts money **into** the system （eases supply）； **selling** securities pulls money **out** （tightens supply）。 This is the tool the Fed uses **most often**。 （公开市场操作：买卖美国政府债券。**买入**证券会将资金注入系统（宽松供应）；**卖出**证券会将资金抽走（紧缩供应）。这是美联储**最常用**的工具。）,Punctuation/Format,术语对照表.md
230,N/A (Chinese Line),*   **The discount rate**: The rate that the Federal Reserve Banks charge member banks for loans. (贴现率：联邦储备银行向成员银行收取的贷款利率。),*   **The discount rate**： The rate that the Federal Reserve Banks charge member banks for loans。 （贴现率：联邦储备银行向成员银行收取的贷款利率。）,Punctuation/Format,术语对照表.md
231,N/A (Chinese Line),*   **Reserve requirement**: The percentage of customers' money that banks are required to keep on deposit. (法定准备金率：银行必须保留的客户资金存款百分比。),*   **Reserve requirement**： The percentage of customers' money that banks are required to keep on deposit。 （法定准备金率：银行必须保留的客户资金存款百分比。）,Punctuation/Format,术语对照表.md
232,N/A (Chinese Line),*   **Regulation T**: The percentage that investors must pay when purchasing securities on margin (currently 50%). (T 条例：投资者融资购买证券时必须支付的比例（目前为 50%）。),*   **Regulation T**： The percentage that investors must pay when purchasing securities on margin （currently 50%）。 （T 条例：投资者融资购买证券时必须支付的比例（目前为 50%）。）,Punctuation/Format,术语对照表.md
242,N/A (Chinese Line),"*   **Leading indicators**: Indicate how the economy is going to do in the future (e.g., M2 money supply, **stock prices**, housing permits, unemployment claims). (领先指标：预示经济未来的表现（如 M2 货币供应、**股票价格**、建筑许可、失业救济申领）。)",*   **Leading indicators**： Indicate how the economy is going to do in the future （e。g。， M2 money supply， **stock prices**， housing permits， unemployment claims）。 （领先指标：预示经济未来的表现（如 M2 货币供应、**股票价格**、建筑许可、失业救济申领）。）,Punctuation/Format,术语对照表.md
243,N/A (Chinese Line),"*   **Coincident indicators**: Indicate how the economy is performing right now (e.g., **GDP**, personal income, retail sales). (同步指标：显示经济目前的表现（如 **GDP**、个人收入、零售额）。)",*   **Coincident indicators**： Indicate how the economy is performing right now （e。g。， **GDP**， personal income， retail sales）。 （同步指标：显示经济目前的表现（如 **GDP**、个人收入、零售额）。）,Punctuation/Format,术语对照表.md
244,N/A (Chinese Line),"*   **Lagging indicators**: Mirror leading indicators but reach their peaks later (e.g., **prime rate**, corporate profits, duration of employment). (滞后指标：镜像反映领先指标但达峰较晚（如**优惠贷款利率**、公司利润、就业时长）。)",*   **Lagging indicators**： Mirror leading indicators but reach their peaks later （e。g。， **prime rate**， corporate profits， duration of employment）。 （滞后指标：镜像反映领先指标但达峰较晚（如**优惠贷款利率**、公司利润、就业时长）。）,Punctuation/Format,术语对照表.md
251,N/A (Chinese Line),"*   **Cyclical**: Performance depends on the economy (e.g., automobiles, construction, manufacturing). (周期性：表现依赖于经济状况（如汽车、建筑、制造业）。)",*   **Cyclical**： Performance depends on the economy （e。g。， automobiles， construction， manufacturing）。 （周期性：表现依赖于经济状况（如汽车、建筑、制造业）。）,Punctuation/Format,术语对照表.md
252,N/A (Chinese Line),"*   **Defensive**: Sales remain relatively stable no matter how the economy performs (e.g., **utilities**, food, pharmaceuticals, tobacco). (防御性：无论经济表现如何，销售额都保持相对稳定（如**公用事业**、食品、医药、烟草）。)",*   **Defensive**： Sales remain relatively stable no matter how the economy performs （e。g。， **utilities**， food， pharmaceuticals， tobacco）。 （防御性：无论经济表现如何，销售额都保持相对稳定（如**公用事业**、食品、医药、烟草）。）,Punctuation/Format,术语对照表.md
253,N/A (Chinese Line),*   **Growth**: Growing at a more rapid pace than the market; typically pay little or no dividends. (增长性：增长速度快于市场；通常很少或不支付股息。),*   **Growth**： Growing at a more rapid pace than the market； typically pay little or no dividends。 （增长性：增长速度快于市场；通常很少或不支付股息。）,Punctuation/Format,术语对照表.md
260,N/A (Chinese Line),*   **Keynesian (demand side)**: Government intervention through fiscal policy helps stimulate demand. (凯恩斯主义（需求侧）：通过财政政策进行的政府干预有助于刺激需求。),*   **Keynesian （demand side）**： Government intervention through fiscal policy helps stimulate demand。 （凯恩斯主义（需求侧）：通过财政政策进行的政府干预有助于刺激需求。）,Punctuation/Format,术语对照表.md
261,N/A (Chinese Line),*   **Supply side (Reaganomics)**: Lower taxes and less regulation encourage business reinvestment. (供应侧（里根经济学）：低税收和减少监管鼓励企业再投资。),*   **Supply side （Reaganomics）**： Lower taxes and less regulation encourage business reinvestment。 （供应侧（里根经济学）：低税收和减少监管鼓励企业再投资。）,Punctuation/Format,术语对照表.md
262,N/A (Chinese Line),*   **Monetarist**: The economy's performance is determined by the **money supply** (controlled by the Fed). (货币主义：经济表现由**货币供应量**决定（由美联储控制）。),*   **Monetarist**： The economy's performance is determined by the **money supply** （controlled by the Fed）。 （货币主义：经济表现由**货币供应量**决定（由美联储控制）。）,Punctuation/Format,术语对照表.md
