Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
103,N/A (Chinese Line),*   **Tax rate**: Municipal bonds are more suitable for investors with a high tax rate. (税率：市政债券更适合高税率档次的投资者。),*   **Tax rate**： Municipal bonds are more suitable for investors with a high tax rate。 （税率：市政债券更适合高税率档次的投资者。）,Punctuation/Format,术语对照表.md
104,N/A (Chinese Line),"*   **Investment objectives**, such as retirement funding, generating current income, preservation of capital, capital growth, total return (growth and income), tax-advantaged investments, liquidity, speculation, trading profits, and long-term versus short-term risk. (投资目标，如养老资金、获取当前收入、资本保值、资本增值、总回报（增长与收入）、具有税务优势的投资、流动性、投机、交易获利，以及长期与短期风险。)",*   **Investment objectives**， such as retirement funding， generating current income， preservation of capital， capital growth， total return （growth and income）， tax-advantaged investments， liquidity， speculation， trading profits， and long-term versus short-term risk。 （投资目标，如养老资金、获取当前收入、资本保值、资本增值、总回报（增长与收入）、具有税务优势的投资、流动性、投机、交易获利，以及长期与短期风险。）,Punctuation/Format,术语对照表.md
105,N/A (Chinese Line),*   **Investment experience**: How much do you need to explain to them? (投资经验：您需要向他们解释多少内容？),*   **Investment experience**： How much do you need to explain to them？ （投资经验：您需要向他们解释多少内容？）,Punctuation/Format,术语对照表.md
106,N/A (Chinese Line),"*   **Time horizon**: Expected time to reach a financial goal, if any. (投资期限：达到理财目标的预期时间（如果有）。)",*   **Time horizon**： Expected time to reach a financial goal， if any。 （投资期限：达到理财目标的预期时间（如果有）。）,Punctuation/Format,术语对照表.md
107,N/A (Chinese Line),*   **Risk tolerance**: Should you recommend speculative securities or only safer ones? (风险承受能力：您应该推荐投机性证券还是仅推荐更安全的证券？),*   **Risk tolerance**： Should you recommend speculative securities or only safer ones？ （风险承受能力：您应该推荐投机性证券还是仅推荐更安全的证券？）,Punctuation/Format,术语对照表.md
108,N/A (Chinese Line),*   **Liquidity needs**: Should you recommend only securities that they can get in and out of easily? (流动性需求：您是否应该只推荐那些他们可以轻松进出的证券？),*   **Liquidity needs**： Should you recommend only securities that they can get in and out of easily？ （流动性需求：您是否应该只推荐那些他们可以轻松进出的证券？）,Punctuation/Format,术语对照表.md
116,N/A (Chinese Line),**街名账户 (street name account)** 是指以经纪交易商的名义注册，并配有 ID 号码以供客户使用的账户。大多数公司将新客户账户设为街名形式，以使交易更加便捷。街名账户为投资者提供了一定程度的隐私，并有助于促进证券交易，因为由经纪公司而非客户在凭证上签字。,**街名账户 （street name account）** 是指以经纪交易商的名义注册，并配有 ID 号码以供客户使用的账户。大多数公司将新客户账户设为街名形式，以使交易更加便捷。街名账户为投资者提供了一定程度的隐私，并有助于促进证券交易，因为由经纪公司而非客户在凭证上签字。,Punctuation/Format,术语对照表.md
126,N/A (Chinese Line),*   You need a written statement from the customer attesting to the ownership of the account. (您需要客户提供的证明账户所有权的书面声明。),*   You need a written statement from the customer attesting to the ownership of the account。 （您需要客户提供的证明账户所有权的书面声明。）,Punctuation/Format,术语对照表.md
127,N/A (Chinese Line),"*   With the exception of **margin accounts**, which must be in street name, a street name account may be changed by the customer to a regular account at any time. (除了**融资账户**必须使用街名外，客户随时可以将街名账户更改为普通账户。)",*   With the exception of **margin accounts**， which must be in street name， a street name account may be changed by the customer to a regular account at any time。 （除了**融资账户**必须使用街名外，客户随时可以将街名账户更改为普通账户。）,Punctuation/Format,术语对照表.md
128,N/A (Chinese Line),*   All margin accounts must be in street name. (所有融资账户必须使用街名。),*   All margin accounts must be in street name。 （所有融资账户必须使用街名。）,Punctuation/Format,术语对照表.md
141,N/A (Chinese Line),"*   **Single (individual) accounts**: Naturally, this account is in the name of one person. The key thing for you to remember is that individuals may not open accounts in other people’s names without written permission (**power of attorney**). (个人账户：顾名思义，此账户是以一个人的名义开设的。您需要记住的关键点是：未经书面许可（**授权书**），个人不得以他人的名义开设账户。)",*   **Single （individual） accounts**： Naturally， this account is in the name of one person。 The key thing for you to remember is that individuals may not open accounts in other people’s names without written permission （**power of attorney**）。 （个人账户：顾名思义，此账户是以一个人的名义开设的。您需要记住的关键点是：未经书面许可（**授权书**），个人不得以他人的名义开设账户。）,Punctuation/Format,术语对照表.md
143,N/A (Chinese Line),*   **联名账户 (Joint accounts)**：该账户以多人名义开设。账户中列名的所有个人对该账户拥有平等的交易权。出于 SIE 考试的目的，您需要熟悉两种类型的联名账户：,*   **联名账户 （Joint accounts）**：该账户以多人名义开设。账户中列名的所有个人对该账户拥有平等的交易权。出于 SIE 考试的目的，您需要熟悉两种类型的联名账户：,Punctuation/Format,术语对照表.md
144,N/A (Chinese Line),"*   **Joint tenants in common (JTIC)**: With this type of account, when one tenant of the account dies, their portion of the account becomes part of their estate, which is governed by the decedent’s will or state law. JTICs are usually set up for two or more unrelated investors. JTIC accounts are often set up for estate-planning purposes. (**联名共有账户 (JTIC)**：对于此类账户，当其中一名联名持有人去世时，其在账户中的份额将成为其遗产的一部分，受死者遗嘱或州法律管辖。JTICs 通常是为两个或两个以上没有亲属关系的投资者设立的。JTIC 账户通常用于遗产规划目的。)",*   **Joint tenants in common （JTIC）**： With this type of account， when one tenant of the account dies， their portion of the account becomes part of their estate， which is governed by the decedent’s will or state law。 JTICs are usually set up for two or more unrelated investors。 JTIC accounts are often set up for estate-planning purposes。 （**联名共有账户 （JTIC）**：对于此类账户，当其中一名联名持有人去世时，其在账户中的份额将成为其遗产的一部分，受死者遗嘱或州法律管辖。JTICs 通常是为两个或两个以上没有亲属关系的投资者设立的。JTIC 账户通常用于遗产规划目的。）,Punctuation/Format,术语对照表.md
145,N/A (Chinese Line),"*   **Joint tenants with rights of survivorship (JTWROS)**: With this type of joint account, when a joint tenant named on the account dies, their portion of the account passes on to the **surviving joint tenant(s)**. These accounts are usually set up almost exclusively for married couples or otherwise related persons. In states where community property laws exist, investments acquired during the marriage are automatically presumed to be jointly owned by both spouses. (**联名生存者享有权账户 (JTWROS)**：对于此类联名账户，当账户中列名的一名联名持有人去世时，其份额将转移给**生存的联名持有人**。这类账户通常几乎专门为已婚夫妇或其他亲属设立。在实行共同财产法的州，婚姻期间获得的投资自动被推定为夫妻共有。)",*   **Joint tenants with rights of survivorship （JTWROS）**： With this type of joint account， when a joint tenant named on the account dies， their portion of the account passes on to the **surviving joint tenant（s）**。 These accounts are usually set up almost exclusively for married couples or otherwise related persons。 In states where community property laws exist， investments acquired during the marriage are automatically presumed to be jointly owned by both spouses。 （**联名生存者享有权账户 （JTWROS）**：对于此类联名账户，当账户中列名的一名联名持有人去世时，其份额将转移给**生存的联名持有人**。这类账户通常几乎专门为已婚夫妇或其他亲属设立。在实行共同财产法的州，婚姻期间获得的投资自动被推定为夫妻共有。）,Punctuation/Format,术语对照表.md
154,N/A (Chinese Line),(A) 两个朋友 (B) 丈夫和妻子 (C) 父母和未成年的儿子 (D) 三个一起工作的同事,（A） 两个朋友 （B） 丈夫和妻子 （C） 父母和未成年的儿子 （D） 三个一起工作的同事,Punctuation/Format,术语对照表.md
155,N/A (Chinese Line),这里的正确选择是 (C)。联名账户是以多名**成年人**的名义开设的账户。选项 (A)、(B) 和 (D) 对于联名账户都是可能的，但为未成年人开设的账户必须是**托管账户**。,这里的正确选择是 （C）。联名账户是以多名**成年人**的名义开设的账户。选项 （A）、（B） 和 （D） 对于联名账户都是可能的，但为未成年人开设的账户必须是**托管账户**。,Punctuation/Format,术语对照表.md
161,N/A (Chinese Line),信托账户由一方（**受托人**）为了另一方的利益而管理。您在 SIE 考试中最可能看到的特定类型信托账户是**托管账户 (custodial account)**。,信托账户由一方（**受托人**）为了另一方的利益而管理。您在 SIE 考试中最可能看到的特定类型信托账户是**托管账户 （custodial account）**。,Punctuation/Format,术语对照表.md
186,N/A (Chinese Line),*   如果账户收到了配股权 (rights)，托管人不能让其过期。因为配股权具有价值，托管人可以行使或出售它们。,*   如果账户收到了配股权 （rights），托管人不能让其过期。因为配股权具有价值，托管人可以行使或出售它们。,Punctuation/Format,术语对照表.md
205,N/A (Chinese Line),假设您的一位客户给您打电话，说他们想卖出 100 股 ABC 普通股，而您认为在当天晚些时候可以帮他们卖到更好的价格。客户可以口头允许您在您认为合适的时机下单。这种类型的订单被称为**市价不限时订单 (market not held order)**，通常仅在当天剩余时间内有效。,假设您的一位客户给您打电话，说他们想卖出 100 股 ABC 普通股，而您认为在当天晚些时候可以帮他们卖到更好的价格。客户可以口头允许您在您认为合适的时机下单。这种类型的订单被称为**市价不限时订单 （market not held order）**，通常仅在当天剩余时间内有效。,Punctuation/Format,术语对照表.md
210,N/A (Chinese Line),*   Each discretionary order must be marked as **discretionary** on the order ticket. (每张全权委托订单的委托单上必须标记为“全权委托”。),*   Each discretionary order must be marked as **discretionary** on the order ticket。 （每张全权委托订单的委托单上必须标记为“全权委托”。）,Punctuation/Format,术语对照表.md
211,N/A (Chinese Line),"*   As with other orders, **principals must sign** each order ticket. (与其他订单一样，主管必须在每张委托单上签字。)",*   As with other orders， **principals must sign** each order ticket。 （与其他订单一样，主管必须在每张委托单上签字。）,Punctuation/Format,术语对照表.md
212,N/A (Chinese Line),*   A principal needs to review discretionary accounts regularly to make sure reps don't trade excessively to generate commissions — a practice referred to as **churning**. (主管需要定期审查全权委托账户，以确保代表不会为了赚取佣金而过度交易——这种行为被称为**频繁交易/炒单 (churning)**。),*   A principal needs to review discretionary accounts regularly to make sure reps don't trade excessively to generate commissions — a practice referred to as **churning**。 （主管需要定期审查全权委托账户，以确保代表不会为了赚取佣金而过度交易——这种行为被称为**频繁交易/炒单 （churning）**。）,Punctuation/Format,术语对照表.md
217,N/A (Chinese Line),**受托人 (fiduciary)** 是指任何能依法为另一名投资者做决策的人。受托人的例子包括托管人（UGMA 账户）、拥有授权书的登记代表、遗产执行人、信托受托人等。受托人受**“审慎人”或“审慎投资者”规则**的约束，这意味着他们必须将委托客户的资金投资于所在州**“法定名单” (legal list)** 所指定的证券。如果所在州没有法定名单，受托人应仅投资于那些追求合理收入和资本保值的审慎人士会投资的证券。,**受托人 （fiduciary）** 是指任何能依法为另一名投资者做决策的人。受托人的例子包括托管人（UGMA 账户）、拥有授权书的登记代表、遗产执行人、信托受托人等。受托人受**“审慎人”或“审慎投资者”规则**的约束，这意味着他们必须将委托客户的资金投资于所在州**“法定名单” （legal list）** 所指定的证券。如果所在州没有法定名单，受托人应仅投资于那些追求合理收入和资本保值的审慎人士会投资的证券。,Punctuation/Format,术语对照表.md
223,N/A (Chinese Line),只有注册成立的公司才能开设公司账户。如果您正在开设公司账户，您需要获取公司的**税号**。此外，您还需要获取一份**公司决议 (corporate resolution)** 的副本，这样您就能知道应该听从谁的交易指令。,只有注册成立的公司才能开设公司账户。如果您正在开设公司账户，您需要获取公司的**税号**。此外，您还需要获取一份**公司决议 （corporate resolution）** 的副本，这样您就能知道应该听从谁的交易指令。,Punctuation/Format,术语对照表.md
226,N/A (Chinese Line),如果一家公司想要开设**融资账户**，您还需要一份**公司章程 (corporate charter/bylaws)** 的副本。公司章程必须声明该公司被允许进行融资证券交易。,如果一家公司想要开设**融资账户**，您还需要一份**公司章程 （corporate charter/bylaws）** 的副本。公司章程必须声明该公司被允许进行融资证券交易。,Punctuation/Format,术语对照表.md
243,N/A (Chinese Line),两个或两个以上非公司制企业的个人所有者可以设立合伙账户。所有合伙企业必须完成一份**合伙协议 (partnership agreement)**，经纪交易商必须将其归档。合伙协议规定了谁拥有该账户的交易授权。,两个或两个以上非公司制企业的个人所有者可以设立合伙账户。所有合伙企业必须完成一份**合伙协议 （partnership agreement）**，经纪交易商必须将其归档。合伙协议规定了谁拥有该账户的交易授权。,Punctuation/Format,术语对照表.md
265,N/A (Chinese Line),顾问必须拥有一份**书面合同**，向客户解释收费方式和时间。费用可以按管理资产的百分比收取，也可以作为**打包费 (wrap fees)** 收取，即向客户收取包含无限次交易、建议和/或资金及证券托管在内的费用。那些提供与其业务**相关但非主要的**投资建议的人士（教师、会计师、律师等）不需要注册为投资顾问。,顾问必须拥有一份**书面合同**，向客户解释收费方式和时间。费用可以按管理资产的百分比收取，也可以作为**打包费 （wrap fees）** 收取，即向客户收取包含无限次交易、建议和/或资金及证券托管在内的费用。那些提供与其业务**相关但非主要的**投资建议的人士（教师、会计师、律师等）不需要注册为投资顾问。,Punctuation/Format,术语对照表.md
279,N/A (Chinese Line),由于进行融资购买或融资卖空涉及额外风险，所有客户必须收到一份**风险披露文件**。除了收到该文件外，在进行任何融资购买或卖空之前，客户必须签署一份**融资协议 (margin agreement)**。融资协议分为三个主要部分：,由于进行融资购买或融资卖空涉及额外风险，所有客户必须收到一份**风险披露文件**。除了收到该文件外，在进行任何融资购买或卖空之前，客户必须签署一份**融资协议 （margin agreement）**。融资协议分为三个主要部分：,Punctuation/Format,术语对照表.md
282,N/A (Chinese Line),*   **信贷协议 (The credit agreement)**：由于投资者向经纪交易商借钱，他们将被收取利息。这项**必需的**协议披露了借款条款，包括利率和计算方法。,*   **信贷协议 （The credit agreement）**：由于投资者向经纪交易商借钱，他们将被收取利息。这项**必需的**协议披露了借款条款，包括利率和计算方法。,Punctuation/Format,术语对照表.md
284,N/A (Chinese Line),*   **质押协议 (The hypothecation agreement)**：这项**必需的**协议规定，所有融资证券必须以**街名**方式持有。此外，它允许经纪交易商将客户的一部分融资证券作为银行贷款的抵押品（**再质押 rehypothecation**）。,*   **质押协议 （The hypothecation agreement）**：这项**必需的**协议规定，所有融资证券必须以**街名**方式持有。此外，它允许经纪交易商将客户的一部分融资证券作为银行贷款的抵押品（**再质押 rehypothecation**）。,Punctuation/Format,术语对照表.md
286,N/A (Chinese Line),*   **借券同意书 (The loan consent form)**：这项**可选的**表格允许经纪交易商将客户的融资证券借给其他投资者或经纪交易商，通常用于证券的卖空。,*   **借券同意书 （The loan consent form）**：这项**可选的**表格允许经纪交易商将客户的融资证券借给其他投资者或经纪交易商，通常用于证券的卖空。,Punctuation/Format,术语对照表.md
300,N/A (Chinese Line),*   **做多融资账户 (Long margin account)**：客户通过支付购买价格的一定比例（通常为 50%）并借入余款来购买证券。这些投资者是**看多**的。,*   **做多融资账户 （Long margin account）**：客户通过支付购买价格的一定比例（通常为 50%）并借入余款来购买证券。这些投资者是**看多**的。,Punctuation/Format,术语对照表.md
302,N/A (Chinese Line),*   **做空融资账户 (Short margin account)**：投资者借入证券并立即在市场上卖出。理想情况下，对于这位**看空**的客户，股价会下跌，这样他们就能以更低的价格买回股份并归还。,*   **做空融资账户 （Short margin account）**：投资者借入证券并立即在市场上卖出。理想情况下，对于这位**看空**的客户，股价会下跌，这样他们就能以更低的价格买回股份并归还。,Punctuation/Format,术语对照表.md
315,N/A (Chinese Line),《**1934 年证券交易法**》赋予了**联邦储备委员会 (FRB)** 监管信用延期的权力。**T 条例 (Reg T)** 是 FRB 关于经纪交易商可延展信用的规则。目前，Reg T 要求客户存入至少 **50%** 的当前市场价值。,《**1934 年证券交易法**》赋予了**联邦储备委员会 （FRB）** 监管信用延期的权力。**T 条例 （Reg T）** 是 FRB 关于经纪交易商可延展信用的规则。目前，Reg T 要求客户存入至少 **50%** 的当前市场价值。,Punctuation/Format,术语对照表.md
326,N/A (Chinese Line),**追缴保证金通知 (margin call)**（也称为美联储追缴、联邦追缴或 Reg T 追缴）是经纪交易商要求客户存入资金。对于做多和做空融资账户，追缴保证金的金额为：,**追缴保证金通知 （margin call）**（也称为美联储追缴、联邦追缴或 Reg T 追缴）是经纪交易商要求客户存入资金。对于做多和做空融资账户，追缴保证金的金额为：,Punctuation/Format,术语对照表.md
329,N/A (Chinese Line),**追缴保证金 = 当前市场价值 × Reg T (50%)**,**追缴保证金 = 当前市场价值 × Reg T （50%）**,Punctuation/Format,术语对照表.md
342,N/A (Chinese Line),在参加 SIE 考试时，请注意措辞。“开设融资账户”或“在初始交易中”等短语表明题目考查的是**初始融资要求 (initial margin requirement)**，而不是追缴保证金通知。,在参加 SIE 考试时，请注意措辞。“开设融资账户”或“在初始交易中”等短语表明题目考查的是**初始融资要求 （initial margin requirement）**，而不是追缴保证金通知。,Punctuation/Format,术语对照表.md
347,N/A (Chinese Line),"如果投资者想开设**日内交易账户**，初始融资要求为 **25,000 美元**，且投资者必须维持至少 25,000 美元的权益。**惯性日内交易者 (pattern day trader)** 是指在连续五个交易日内，对同一证券进行至少四次日内交易的人。","如果投资者想开设**日内交易账户**，初始融资要求为 **25,000 美元**，且投资者必须维持至少 25,000 美元的权益。**惯性日内交易者 （pattern day trader）** 是指在连续五个交易日内，对同一证券进行至少四次日内交易的人。",Punctuation/Format,术语对照表.md
353,N/A (Chinese Line),"开设做多融资账户时，客户需要存入 **Reg T (50%) 或 2,000 美元，以较高者为准**。如果购买金额低于 2,000 美元，客户需全额支付。","开设做多融资账户时，客户需要存入 **Reg T （50%） 或 2,000 美元，以较高者为准**。如果购买金额低于 2,000 美元，客户需全额支付。",Punctuation/Format,术语对照表.md
364,N/A (Chinese Line),"*   初始购买额 > $4,000：**Reg T (50%)**","*   初始购买额 > $4,000：**Reg T （50%）**",Punctuation/Format,术语对照表.md
380,N/A (Chinese Line),*   You can’t make calls before **8 a.m. or after 9 p.m.** local time of the potential customer. (不得在潜在客户当地时间的**早上 8 点前或晚上 9 点后**打电话。),*   You can’t make calls before **8 a。m。 or after 9 p。m。** local time of the potential customer。 （不得在潜在客户当地时间的**早上 8 点前或晚上 9 点后**打电话。）,Punctuation/Format,术语对照表.md
381,N/A (Chinese Line),"*   You have to give your **name, company name, company address, and phone number**. (您必须告知您的**姓名、公司名称、公司地址和电话号码**。)",*   You have to give your **name， company name， company address， and phone number**。 （您必须告知您的**姓名、公司名称、公司地址和电话号码**。）,Punctuation/Format,术语对照表.md
382,N/A (Chinese Line),"*   If a customer is tired of being called, you should place that person on a **do not call list**. Each firm must maintain its own list and have the National Do Not Call List available. (如果客户厌倦了接到电话，您应将该人列入**谢绝来电名单**。每家公司必须维护自己的名单，并备有国家谢绝来电名单。)",*   If a customer is tired of being called， you should place that person on a **do not call list**。 Each firm must maintain its own list and have the National Do Not Call List available。 （如果客户厌倦了接到电话，您应将该人列入**谢绝来电名单**。每家公司必须维护自己的名单，并备有国家谢绝来电名单。）,Punctuation/Format,术语对照表.md
383,N/A (Chinese Line),*   You may not send unsolicited ads by **fax machine**. (您不得通过**传真机**发送未经请求的广告。),*   You may not send unsolicited ads by **fax machine**。 （您不得通过**传真机**发送未经请求的广告。）,Punctuation/Format,术语对照表.md
