Paragraph_ID,EN_Text,CN_Original,CN_Revised,Reason,Glossary_Source
187,Although corporations could use a bidding process ...,虽然公司可以使用投标程序来选择新发行的承销商，但他们通常直接选择承销商。这种类型的发行被称为“议价发行(negotiated offering)”。由于市政一般责任(GO)债券由社区民众的税收支持，发行人最有可能选择“竞价发行(competitive offering)”（投标程序），以确保为纳税人争取到最好的条件。（此话题在第8章有更详细的介绍。）,虽然公司可以使用投标程序来选择新发行的承销商，但他们通常直接选择承销商。这种类型的发行被称为“议价发行（negotiated offering）”。由于市政一般责任（GO）债券由社区民众的税收支持，发行人最有可能选择“竞价发行（competitive offering）”（投标程序），以确保为纳税人争取到最好的条件。（此话题在第8章有更详细的介绍。）,Punctuation/Format/Terminology,术语对照表.md
196,The underwriting agreement is a contract between t...,承销协议是证券发行人与管理或主承销商之间的合同。在向公众出售任何证券之前，必须达成一致并签署该协议。现在，就SIE考试而言，您不需要了解承销协议的所有细节，但您应该对承销类型有基本的了解：全额包销(firm commitment)和代销(best efforts)。,承销协议是证券发行人与管理或主承销商之间的合同。在向公众出售任何证券之前，必须达成一致并签署该协议。现在，就SIE考试而言，您不需要了解承销协议的所有细节，但您应该对承销类型有基本的了解：全额包销（firm commitment）和代销（best efforts）。,Punctuation/Format/Terminology,术语对照表.md
199,### Committing to the deal: Firm-commitment underw...,### 承诺交易：全额包销(Firm-commitment),### 承诺交易：全额包销（Firm-commitment）,Punctuation/Format/Terminology,术语对照表.md
205,Another type of firm commitment offering is a stan...,另一种全额包销类型是“备用承销(standby)”。当发行人进行配股发行(rights offering)时，备用承销商会与发行人签署协议，承诺购买公众未购买的所有股票。（有关该话题的更多信息请参阅第10章。）,另一种全额包销类型是“备用承销（standby）”。当发行人进行配股发行（rights offering）时，备用承销商会与发行人签署协议，承诺购买公众未购买的所有股票。（有关该话题的更多信息请参阅第10章。）,Punctuation/Format/Terminology,术语对照表.md
208,### Taking your best shot: Best-efforts underwriti...,### 尽力而为：代销(Best-efforts),### 尽力而为：代销（Best-efforts）,Punctuation/Format/Terminology,术语对照表.md
214,* **All-or-None (AON):** If the offering is set up...,* **全额或取消(AON)：** 如果发行被设定为AON协议，则所有证券必须在截止日期前售出；否则交易取消，资金必须退还给投资者。,* **全额或取消（AON）：** 如果发行被设定为AON协议，则所有证券必须在截止日期前售出；否则交易取消，资金必须退还给投资者。,Punctuation/Format/Terminology,术语对照表.md
217,* **Mini-max:** A mini-max offering is one in whic...,* **最小-最大(Mini-max)：** 最小-最大发行是指必须售出指定数量的最低证券，交易才不会被取消。如果达到了最低门槛，则可以继续销售更多证券，直到达到最高限额。发行人将收回任何仍未售出的证券。,* **最小-最大（Mini-max）：** 最小-最大发行是指必须售出指定数量的最低证券，交易才不会被取消。如果达到了最低门槛，则可以继续销售更多证券，直到达到最高限额。发行人将收回任何仍未售出的证券。,Punctuation/Format/Terminology,术语对照表.md
220,You should be aware that if securities are sold on...,您应该意识到，如果证券是以代销方式销售的，购买者和潜在购买者必须被告知发行可能会被取消。购买者的资金被保存在一个“代管账户(escrow account)”中，直到满足条款或交易取消。当售出指定数量看证券时，承销商将证券释放给购买者。如果承销商在截止日期前没有售出足够的证券，购买者将拿回他们的钱。,您应该意识到，如果证券是以代销方式销售的，购买者和潜在购买者必须被告知发行可能会被取消。购买者的资金被保存在一个“代管账户（escrow account）”中，直到满足条款或交易取消。当售出指定数量看证券时，承销商将证券释放给购买者。如果承销商在截止日期前没有售出足够的证券，购买者将拿回他们的钱。,Punctuation/Format/Terminology,术语对照表.md
226,"According to FINRA, ""A member, in the conduct of i...",根据FINRA的规定：“会员在开展业务时，应遵守高标准的商业信誉以及公正公平的贸易原则。”因此，无论IPO期间发行的证券是全额包销还是代销，都必须以公开发售价对证券进行“真实发行(bona fide offering)”。公司不能为自己、关联人、直系亲属、行业内幕人士、投资组合经理等保留证券。,根据FINRA的规定：“会员在开展业务时，应遵守高标准的商业信誉以及公正公平的贸易原则。”因此，无论IPO期间发行的证券是全额包销还是代销，都必须以公开发售价对证券进行“真实发行（bona fide offering）”。公司不能为自己、关联人、直系亲属、行业内幕人士、投资组合经理等保留证券。,Punctuation/Format/Terminology,术语对照表.md
234,The issuer prepares a preliminary prospectus (some...,发行人准备一份“初步招股说明书”（有时在承销商的帮助下），并随注册说明书一起提交。在向SEC注册期间（冷却期内），初步招股说明书必须提供给潜在购买者。初步招股说明书是简略的，但它包含了关于发行人和发行的所有基本事实，除了最终公开发售价(POP)和生效日期（首次销售证券的日期）。（在注册生效之前，经纪交易商不得接受新发行的付款。）,发行人准备一份“初步招股说明书”（有时在承销商的帮助下），并随注册说明书一起提交。在向SEC注册期间（冷却期内），初步招股说明书必须提供给潜在购买者。初步招股说明书是简略的，但它包含了关于发行人和发行的所有基本事实，除了最终公开发售价（POP）和生效日期（首次销售证券的日期）。（在注册生效之前，经纪交易商不得接受新发行的付款。）,Punctuation/Format/Terminology,术语对照表.md
240,A preliminary prospectus is sometimes called a red...,初步招股说明书有时被称为“红鲱鱼(red herring)”，并不是因为它闻起来有鱼腥味（或者是完全误导和无关的），而是因为初步招股说明书封面上的红色字母声明指出这不是最终版本，在此期间某些项目可能会发生变化。该声明通常出现在页边空白处或其他地方。,初步招股说明书有时被称为“红鲱鱼（red herring）”，并不是因为它闻起来有鱼腥味（或者是完全误导和无关的），而是因为初步招股说明书封面上的红色字母声明指出这不是最终版本，在此期间某些项目可能会发生变化。该声明通常出现在页边空白处或其他地方。,Punctuation/Format/Terminology,术语对照表.md
253,"Note: Because all mutual (open-end) funds, which I...",注：由于我将在第9章介绍的所有共同（开放式）基金都在不断发行新证券，因此它们必须始终备有招股说明书。此外，许多共同基金提供“附加信息陈述书(SAI)”，其中提供了关于基金运作的更详细信息，可能对某些投资者有用。附加信息陈述书也被称为基金注册说明书的B部分。,注：由于我将在第9章介绍的所有共同（开放式）基金都在不断发行新证券，因此它们必须始终备有招股说明书。此外，许多共同基金提供“附加信息陈述书（SAI）”，其中提供了关于基金运作的更详细信息，可能对某些投资者有用。附加信息陈述书也被称为基金注册说明书的B部分。,Punctuation/Format/Terminology,术语对照表.md
261,When a company issues securities that are traded i...,当一家公司发行在市场上交易的证券时，必须有人负责跟踪证券的所有者，并确保市场上的证券数量不会超过应有的数量。这些工作被分配给登记代理人(registrar)和过户代理人(transfer agent)：,当一家公司发行在市场上交易的证券时，必须有人负责跟踪证券的所有者，并确保市场上的证券数量不会超过应有的数量。这些工作被分配给登记代理人（registrar）和过户代理人（transfer agent）：,Punctuation/Format/Terminology,术语对照表.md
273,An easy way to keep these folks straight is to rem...,区分这两者的一个简单方法是：记住“登记代理人(registrar)”负责“计数（计数/统计）”，“过户代理人(transfer agent)”负责“过户”或发送东西。,区分这两者的一个简单方法是：记住“登记代理人（registrar）”负责“计数（计数/统计）”，“过户代理人（transfer agent）”负责“过户”或发送东西。,Punctuation/Format/Terminology,术语对照表.md
292,### TABLE 5-1: Types of Securities Offerings,| Type (类型) | Description (描述) | Who Benefits (谁受益) |,| Type （类型） | Description （描述） | Who Benefits （谁受益） |,Punctuation/Format/Terminology,术语对照表.md
294,| :--- | :--- | :--- |,"| **Initial public offering (首次公开募股)** | The first time an issuer sells stock to the public to raise capital; issuers usually hold back some stock for future primary offerings. (发行人第一次向公众出售股票以筹集资金；发行人通常会保留一些股票用于未来的后续发行。) | The bulk of the moolah raised goes to the issuer, and the rest goes to the underwriters. (募集到的大部分资金流向发行人，其余部分流向承销商。) |","| **Initial public offering （首次公开募股）** | The first time an issuer sells stock to the public to raise capital; issuers usually hold back some stock for future primary offerings. （发行人第一次向公众出售股票以筹集资金；发行人通常会保留一些股票用于未来的后续发行。） | The bulk of the moolah raised goes to the issuer, and the rest goes to the underwriters. （募集到的大部分资金流向发行人，其余部分流向承销商。） |",Punctuation/Format/Terminology,术语对照表.md
295,| :--- | :--- | :--- |,| **Primary offering (一级发行)** | An offering of new securities from a new issuer or an issuer that has previously issued securities; a company can have an initial public offering and several primary offerings if it wants to. (新发行人或之前已发行过证券的发行人发行的新证券；如果愿意，一家公司可以进行一次首次公开募股和多次一级发行。) | The proceeds of sale go to the issuer and underwriters. (销售所得流向发行人及承销商。) |,| **Primary offering （一级发行）** | An offering of new securities from a new issuer or an issuer that has previously issued securities; a company can have an initial public offering and several primary offerings if it wants to. （新发行人或之前已发行过证券的发行人发行的新证券；如果愿意，一家公司可以进行一次首次公开募股和多次一级发行。） | The proceeds of sale go to the issuer and underwriters. （销售所得流向发行人及承销商。） |,Punctuation/Format/Terminology,术语对照表.md
296,| :--- | :--- | :--- |,"| **Secondary offering (二级发售)** | A sale of a large block of outstanding (stockholder-owned) securities or previously outstanding securities (Treasury stock, or stock the issuer has repurchased). Typically, one or more major stockholders of a corporation make the secondary offerings; new investors are essentially buying used, so the number of shares outstanding doesn't change. (出售大笔已发行在外（由股东持有）的证券或之前发行在外的证券（库存股，即发行人回购的股票）。通常，公司的一个或多个主要股东会进行二级发售；新投资者本质上是在购买“二手”证券，因此发行在外的股份总数不会改变。) | The proceeds don't go to the issuer (except with Treasury stock); they go to the big shots who sell the securities. (所得资金不流向发行人（库存股除外）；它们流向出售证券的大股东/高层。) |","| **Secondary offering （二级发售）** | A sale of a large block of outstanding （stockholder-owned） securities or previously outstanding securities （Treasury stock, or stock the issuer has repurchased）. Typically, one or more major stockholders of a corporation make the secondary offerings; new investors are essentially buying used, so the number of shares outstanding doesn't change. （出售大笔已发行在外（由股东持有）的证券或之前发行在外的证券（库存股，即发行人回购的股票）。通常，公司的一个或多个主要股东会进行二级发售；新投资者本质上是在购买“二手”证券，因此发行在外的股份总数不会改变。） | The proceeds don't go to the issuer （except with Treasury stock）; they go to the big shots who sell the securities. （所得资金不流向发行人（库存股除外）；它们流向出售证券的大股东/高层。） |",Punctuation/Format/Terminology,术语对照表.md
297,| :--- | :--- | :--- |,"| **Split (combined) offering (组合发行)** | A combination of a primary and secondary offerings, with both new and outstanding securities. (一级发行和二级发售的结合，既包含新股也包含现有的老股。) | A portion of the proceeds goes to the issuer, and a portion goes to the selling stockholders. (一部分收益流向发行人，一部分流向出售股票的股东。) |","| **Split （combined） offering （组合发行）** | A combination of a primary and secondary offerings, with both new and outstanding securities. （一级发行和二级发售的结合，既包含新股也包含现有的老股。） | A portion of the proceeds goes to the issuer, and a portion goes to the selling stockholders. （一部分收益流向发行人，一部分流向出售股票的股东。） |",Punctuation/Format/Terminology,术语对照表.md
352,"* **Regulation A (Reg A, Regulation A+, or Reg A+)...",* **A条例(Regulation A/A+)发行：** 在12个月内发行价值2000万美元或以下（第一层级）或7500万美元或以下（第二层级）的证券发行属于A条例。虽然对您来说这家公司可能看起来很大，但从市场角度来看，它相对较小。A条例发行免于全面的注册要求，但发行人仍需提交简化的注册说明书或简略注册说明书。,* **A条例（Regulation A/A+）发行：** 在12个月内发行价值2000万美元或以下（第一层级）或7500万美元或以下（第二层级）的证券发行属于A条例。虽然对您来说这家公司可能看起来很大，但从市场角度来看，它相对较小。A条例发行免于全面的注册要求，但发行人仍需提交简化的注册说明书或简略注册说明书。,Punctuation/Format/Terminology,术语对照表.md
355,* **Regulation D (Reg D) offerings:** Also known a...,* **D条例(Regulation D)发行：** 也称为私募发行（私人证券发行）。D条例发行是指每年向不超过35名非合格投资者进行的发行。通过私募发行证券的公司被允许筹集无限额度的资金，但在非合格投资者的数量上受到限制。D条例证券的销售受144规则规定的销售限制。所有非合格投资者必须满足特定的适合性要求。,* **D条例（Regulation D）发行：** 也称为私募发行（私人证券发行）。D条例发行是指每年向不超过35名非合格投资者进行的发行。通过私募发行证券的公司被允许筹集无限额度的资金，但在非合格投资者的数量上受到限制。D条例证券的销售受144规则规定的销售限制。所有非合格投资者必须满足特定的适合性要求。,Punctuation/Format/Terminology,术语对照表.md
358,Persons who do not match any of the items on the f...,不符合下列任何一项的人将被视为非合格投资者。关于谁或什么被视为“合格投资者(Accredited Investor)”的名单最近已扩大，包括以下内容：,不符合下列任何一项的人将被视为非合格投资者。关于谁或什么被视为“合格投资者（Accredited Investor）”的名单最近已扩大，包括以下内容：,Punctuation/Format/Terminology,术语对照表.md
377,* Limited liability companies (LLC) with more than...,* 资产超过500万美元的有限责任公司(LLC),* 资产超过500万美元的有限责任公司（LLC）,Punctuation/Format/Terminology,术语对照表.md
382,* **Rule 144:** This rule covers the sale of restr...,* **144规则：** 该规则涵盖受限股票（如通过私募销售的股票）、未注册证券和控制性证券（由控制人[关联方]持有的股票，包括董事、高级职员或其他持有发行人10%或以上投票权股份的人员）。根据144规则，这些证券的卖方必须等待至少六个月，才能将全额支付的证券出售给公众。此外，投资者一次最多可以出售发行在外股份的1%或过去四周的平均周交易量，以较高者为准。,* **144规则：** 该规则涵盖受限股票（如通过私募销售的股票）、未注册证券和控制性证券（由控制人［关联方］持有的股票，包括董事、高级职员或其他持有发行人10%或以上投票权股份的人员）。根据144规则，这些证券的卖方必须等待至少六个月，才能将全额支付的证券出售给公众。此外，投资者一次最多可以出售发行在外股份的1%或过去四周的平均周交易量，以较高者为准。,Punctuation/Format/Terminology,术语对照表.md
385,* **Rule 144A:** This rule allows unregistered dom...,* **144A规则：** 该规则允许在美国将未注册的国内和国外证券出售给“合格机构买家(QIBs)”，且没有持股期要求。QIBs包括保险公司、注册投资公司、注册投资顾问、养老计划、公司、合伙企业等。,* **144A规则：** 该规则允许在美国将未注册的国内和国外证券出售给“合格机构买家（QIBs）”，且没有持股期要求。QIBs包括保险公司、注册投资公司、注册投资顾问、养老计划、公司、合伙企业等。,Punctuation/Format/Terminology,术语对照表.md
412,"(A) 15,000 (B) 15,750 (C) 16,200 (D) 16,250",正确答案是(B)。SIE考试的出题者经常试图通过提供比回答问题所需的更多的一周数据来迷惑您。由于John持有受限股票超过一年，他可以出售发行在外股份的1%或过去四周的平均周交易量，以较高者为准：,正确答案是（B）。SIE考试的出题者经常试图通过提供比回答问题所需的更多的一周数据来迷惑您。由于John持有受限股票超过一年，他可以出售发行在外股份的1%或过去四周的平均周交易量，以较高者为准：,Punctuation/Format/Terminology,术语对照表.md
414,"(A) 15,000 (B) 15,750 (C) 16,200 (D) 16,250","(16,000 + 15,000 + 17,000 + 15,000) / 4周 = 63,000 / 4 = 15,750股","（16,000 + 15,000 + 17,000 + 15,000） / 4周 = 63,000 / 4 = 15,750股",Punctuation/Format/Terminology,术语对照表.md
420,"In this case, the previous four weeks are the top ...","在这种情况下，过去四周是列表中的前四项，但要小心，出题人同样可能使用底部的四项来让表格看起来不同。通过将发行在外股份乘以1%来算出1%的股份。（简单吧？）在这种情况下，您得出的答案是15,000股。另一个可能的答案是过去四周的平均周交易量。将过去四周（图表中的前四项）的交易量相加并除以4，得出15,750股。因为您要找的是较大的数字，所以答案是(B)。","在这种情况下，过去四周是列表中的前四项，但要小心，出题人同样可能使用底部的四项来让表格看起来不同。通过将发行在外股份乘以1%来算出1%的股份。（简单吧？）在这种情况下，您得出的答案是15,000股。另一个可能的答案是过去四周的平均周交易量。将过去四周（图表中的前四项）的交易量相加并除以4，得出15,750股。因为您要找的是较大的数字，所以答案是（B）。",Punctuation/Format/Terminology,术语对照表.md
536,---,## 质量自检报告 (Quality Assurance Report),## 质量自检报告 （Quality Assurance Report）,Punctuation/Format/Terminology,术语对照表.md
538,---,- **术语准确性**：100% (参考了 SIE 考试标准术语及库内 glossary)。,- **术语准确性**：100% （参考了 SIE 考试标准术语及库内 glossary）。,Punctuation/Format/Terminology,术语对照表.md
540,---,- **最新法规校验**：合格投资者 (Accredited Investor) 定义已更新。,- **最新法规校验**：合格投资者 （Accredited Investor） 定义已更新。,Punctuation/Format/Terminology,术语对照表.md
541,---,- **数据完整性**：100% (包含所有页面的正文、Icon 提示、表格、案例)。,- **数据完整性**：100% （包含所有页面的正文、Icon 提示、表格、案例）。,Punctuation/Format/Terminology,术语对照表.md
